timestamp,Flow_intake (l/s),Temperature_out (C),CO2_tank_Pressure (bar),CO2_dose(g/m3),pH_raw,pH_out,Cl2_dosing_pt (mg/L),Residual_Cl2_30min (mg/L)
2025-09-01T12:15:00+02:00,332.96666666666664,6.8999999999999995,12.0,8.966666666666667,6.383333333333333,8.5,0.127,0.04
2025-09-01T12:16:00+02:00,338.45,6.8999999999999995,12.0,9.05,6.383333333333333,8.5,0.12566666666666668,0.04
2025-09-01T12:17:00+02:00,338.2166666666667,6.8999999999999995,12.0,9.0,6.3999999999999995,8.5,0.119,0.04083333333333334
2025-09-01T12:18:00+02:00,338.81666666666666,6.8999999999999995,12.0,8.983333333333333,6.3999999999999995,8.5,0.119,0.041
2025-09-01T12:19:00+02:00,337.98333333333335,6.8999999999999995,12.0,9.016666666666667,6.3999999999999995,8.5,0.10833333333333332,0.04016666666666667
2025-09-01T12:20:00+02:00,340.93333333333334,6.8999999999999995,12.0,9.0,6.3999999999999995,8.5,0.103,0.03933333333333334
2025-09-01T12:21:00+02:00,337.5,6.916666666666667,12.0,9.033333333333333,6.3999999999999995,8.5,0.105,0.03933333333333334
2025-09-01T12:22:00+02:00,332.23333333333335,6.8999999999999995,12.0,9.016666666666667,6.383333333333333,8.5,0.111,0.039
2025-09-01T12:23:00+02:00,331.75,6.8999999999999995,12.0,8.983333333333333,6.3999999999999995,8.5,0.111,0.039
2025-09-01T12:24:00+02:00,332.1333333333334,6.8999999999999995,12.0,9.016666666666667,6.3999999999999995,8.5,0.11166666666666668,0.039
2025-09-01T12:25:00+02:00,332.1333333333333,6.8999999999999995,12.0,9.016666666666667,6.366666666666667,8.5,0.112,0.039
2025-09-01T12:26:00+02:00,320.26666666666665,6.933333333333334,12.0,9.0,6.333333333333333,8.5,0.1085,0.039
2025-09-01T12:27:00+02:00,319.6333333333333,6.916666666666667,12.0,9.016666666666667,6.3999999999999995,8.5,0.09766666666666667,0.039
2025-09-01T12:28:00+02:00,324.65,6.983333333333333,12.0,9.033333333333333,6.3999999999999995,8.5,0.09733333333333333,0.039
2025-09-01T12:29:00+02:00,330.40000000000003,6.95,12.0,8.966666666666667,6.383333333333333,8.5,0.10183333333333333,0.039
2025-09-01T12:30:00+02:00,329.8,6.916666666666667,12.0,8.966666666666667,6.3999999999999995,8.5,0.104,0.039
2025-09-01T12:31:00+02:00,329.1666666666667,6.949999999999999,12.0,8.983333333333333,6.3999999999999995,8.5,0.1045,0.039
2025-09-01T12:32:00+02:00,322.2166666666667,6.966666666666666,12.0,9.033333333333333,6.383333333333334,8.5,0.108,0.03816666666666667
2025-09-01T12:33:00+02:00,323.31666666666666,6.983333333333333,12.0,9.016666666666667,6.383333333333333,8.5,0.108,0.038
2025-09-01T12:34:00+02:00,325.26666666666665,6.95,12.0,8.983333333333333,6.3999999999999995,8.5,0.11016666666666668,0.03766666666666667
2025-09-01T12:35:00+02:00,331.8666666666667,6.933333333333334,12.0,9.05,6.366666666666666,8.5,0.111,0.037
2025-09-01T12:36:00+02:00,332.73333333333335,6.933333333333334,12.0,9.033333333333333,6.3999999999999995,8.5,0.117,0.037
2025-09-01T12:37:00+02:00,327.8,6.933333333333334,12.0,9.0,6.3999999999999995,8.5,0.137,0.036166666666666666
2025-09-01T12:38:00+02:00,327.84999999999997,6.949999999999999,12.0,8.983333333333333,6.383333333333333,8.5,0.137,0.036
2025-09-01T12:39:00+02:00,324.9,6.916666666666667,12.0,9.033333333333333,6.3999999999999995,8.5,0.10999999999999999,0.036
2025-09-01T12:40:00+02:00,327.8666666666667,6.933333333333334,12.0,8.966666666666667,6.3999999999999995,8.5,0.10099999999999999,0.036
2025-09-01T12:41:00+02:00,326.5,6.916666666666667,12.0,8.983333333333333,6.3999999999999995,8.5,0.09916666666666667,0.036
2025-09-01T12:42:00+02:00,334.5833333333333,6.933333333333334,12.0,8.966666666666667,6.3999999999999995,8.5,0.09399999999999999,0.036
2025-09-01T12:43:00+02:00,331.50000000000006,6.933333333333334,12.0,9.033333333333333,6.383333333333334,8.5,0.09399999999999999,0.036
2025-09-01T12:44:00+02:00,328.2,6.933333333333333,12.0,9.0,6.383333333333333,8.5,0.082,0.0355
2025-09-01T12:45:00+02:00,325.51666666666665,6.966666666666666,12.0,9.033333333333333,6.366666666666667,8.5,0.078,0.035
2025-09-01T12:46:00+02:00,325.15000000000003,6.966666666666666,12.0,8.966666666666667,6.3999999999999995,8.5,0.085,0.035
2025-09-01T12:47:00+02:00,330.9833333333333,7.0,12.0,9.016666666666667,6.3999999999999995,8.5,0.1095,0.03333333333333333
2025-09-01T12:48:00+02:00,330.4166666666667,6.95,12.0,8.966666666666667,6.3999999999999995,8.5,0.1095,0.033
2025-09-01T12:49:00+02:00,335.03333333333336,6.916666666666667,12.0,9.05,6.3999999999999995,8.5,0.10033333333333333,0.03333333333333333
2025-09-01T12:50:00+02:00,335.90000000000003,6.966666666666666,12.0,9.0,6.3999999999999995,8.5,0.09649999999999999,0.034
2025-09-01T12:51:00+02:00,332.35,6.916666666666667,12.0,9.016666666666667,6.366666666666667,8.5,0.09916666666666667,0.034
2025-09-01T12:52:00+02:00,329.4166666666667,6.8999999999999995,12.0,8.983333333333333,6.383333333333334,8.5,0.11183333333333334,0.03316666666666667
2025-09-01T12:53:00+02:00,331.51666666666665,6.966666666666666,12.0,8.966666666666667,6.383333333333333,8.5,0.112,0.033
2025-09-01T12:54:00+02:00,332.3500000000001,6.966666666666666,12.0,9.033333333333333,6.333333333333333,8.5,0.1215,0.033
2025-09-01T12:55:00+02:00,332.9666666666667,6.916666666666667,12.0,9.05,6.333333333333333,8.5,0.125,0.033
2025-09-01T12:56:00+02:00,330.65000000000003,6.933333333333334,12.0,9.016666666666667,6.3500000000000005,8.5,0.12083333333333333,0.033
2025-09-01T12:57:00+02:00,340.1666666666667,6.966666666666666,12.0,8.983333333333333,6.3500000000000005,8.5,0.105,0.03216666666666667
2025-09-01T12:58:00+02:00,334.1666666666667,6.983333333333333,12.0,9.05,6.383333333333333,8.5,0.105,0.032
2025-09-01T12:59:00+02:00,333.81666666666666,6.8999999999999995,12.0,9.033333333333333,6.366666666666667,8.5,0.11499999999999999,0.03233333333333333
2025-09-01T13:00:00+02:00,326.7333333333333,6.949999999999999,12.0,9.0,6.383333333333334,8.5,0.119,0.033
2025-09-01T13:01:00+02:00,326.48333333333335,6.916666666666667,12.0,8.983333333333333,6.383333333333334,8.5,0.11283333333333333,0.033
2025-09-01T13:02:00+02:00,328.2,6.966666666666666,12.0,8.983333333333333,6.383333333333333,8.5,0.09316666666666666,0.03216666666666667
2025-09-01T13:03:00+02:00,331.01666666666665,6.95,12.0,8.983333333333333,6.366666666666667,8.5,0.09333333333333332,0.032
2025-09-01T13:04:00+02:00,327.6,6.95,12.0,9.016666666666667,6.3500000000000005,8.5,0.09449999999999999,0.032
2025-09-01T13:05:00+02:00,330.88333333333327,6.933333333333334,12.0,9.016666666666667,6.3500000000000005,8.5,0.09499999999999999,0.032
2025-09-01T13:06:00+02:00,343.5833333333333,6.949999999999999,12.0,9.0,6.349999999999999,8.5,0.09666666666666666,0.03233333333333333
2025-09-01T13:07:00+02:00,338.7333333333333,6.916666666666667,12.0,9.05,6.333333333333333,8.5,0.103,0.031166666666666665
2025-09-01T13:08:00+02:00,342.48333333333335,6.933333333333334,12.0,9.0,6.383333333333333,8.5,0.103,0.031
2025-09-01T13:09:00+02:00,343.1166666666666,6.933333333333334,12.0,9.05,6.3500000000000005,8.5,0.10433333333333333,0.031
2025-09-01T13:10:00+02:00,342.3666666666666,6.933333333333333,12.0,9.016666666666667,6.366666666666666,8.5,0.105,0.031
2025-09-01T13:11:00+02:00,338.95000000000005,6.933333333333334,12.0,9.033333333333333,6.383333333333334,8.5,0.09849999999999999,0.031
2025-09-01T13:12:00+02:00,342.13333333333327,6.933333333333334,12.0,9.016666666666667,6.366666666666666,8.5,0.079,0.030166666666666665
2025-09-01T13:13:00+02:00,340.8,6.916666666666667,12.0,9.0,6.366666666666667,8.5,0.079,0.03
2025-09-01T13:14:00+02:00,347.5,6.933333333333334,12.0,9.016666666666667,6.383333333333333,8.5,0.09349999999999999,0.030333333333333334
2025-09-01T13:15:00+02:00,347.1333333333334,6.933333333333334,12.0,9.0,6.383333333333333,8.5,0.09899999999999999,0.031
2025-09-01T13:16:00+02:00,342.25,6.949999999999999,12.0,9.05,6.3999999999999995,8.5,0.09883333333333333,0.031
2025-09-01T13:17:00+02:00,336.15,6.949999999999999,12.0,9.05,6.3500000000000005,8.5,0.09799999999999999,0.031
2025-09-01T13:18:00+02:00,346.2833333333333,6.916666666666667,12.0,9.016666666666667,6.366666666666666,8.5,0.09799999999999999,0.031
2025-09-01T13:19:00+02:00,342.26666666666665,6.933333333333334,12.0,9.049999999999999,6.366666666666667,8.5,0.09649999999999999,0.031
2025-09-01T13:20:00+02:00,335.76666666666665,6.95,12.0,8.983333333333333,6.383333333333333,8.5,0.09599999999999999,0.031
2025-09-01T13:21:00+02:00,334.54999999999995,6.916666666666667,12.0,8.966666666666667,6.383333333333334,8.5,0.09666666666666666,0.031
2025-09-01T13:22:00+02:00,338.4833333333333,6.916666666666667,12.0,9.016666666666667,6.383333333333333,8.5,0.09999999999999999,0.031
2025-09-01T13:23:00+02:00,337.6,6.916666666666667,12.0,9.016666666666667,6.333333333333333,8.5,0.09999999999999999,0.031
2025-09-01T13:24:00+02:00,337.96666666666664,6.933333333333334,12.0,9.0,6.383333333333334,8.5,0.09549999999999999,0.031
2025-09-01T13:25:00+02:00,335.8833333333333,6.966666666666666,12.0,9.066666666666668,6.383333333333333,8.5,0.09399999999999999,0.031
2025-09-01T13:26:00+02:00,337.1166666666666,6.916666666666667,12.0,9.0,6.383333333333333,8.5,0.09466666666666666,0.031
2025-09-01T13:27:00+02:00,340.6666666666667,6.933333333333333,12.0,8.983333333333333,6.366666666666667,8.5,0.09699999999999999,0.029166666666666664
2025-09-01T13:28:00+02:00,345.7833333333333,6.916666666666667,12.0,9.05,6.3999999999999995,8.5,0.09699999999999999,0.029
2025-09-01T13:29:00+02:00,340.9166666666667,6.949999999999999,12.0,9.05,6.383333333333333,8.5,0.09966666666666667,0.029333333333333336
2025-09-01T13:30:00+02:00,337.13333333333327,6.949999999999999,12.0,9.016666666666667,6.366666666666666,8.5,0.10099999999999999,0.03
2025-09-01T13:31:00+02:00,333.81666666666666,6.933333333333334,12.0,9.016666666666667,6.333333333333333,8.5,0.10183333333333333,0.03
2025-09-01T13:32:00+02:00,334.5833333333333,6.8999999999999995,12.0,8.983333333333333,6.3999999999999995,8.5,0.105,0.030833333333333334
2025-09-01T13:33:00+02:00,339.5833333333333,6.933333333333333,12.0,9.0,6.3999999999999995,8.5,0.105,0.031
2025-09-01T13:34:00+02:00,335.5333333333333,6.933333333333333,12.0,9.0,6.3999999999999995,8.5,0.08900000000000001,0.031
2025-09-01T13:35:00+02:00,332.0,6.933333333333334,12.0,9.016666666666667,6.3999999999999995,8.5,0.082,0.031
2025-09-01T13:36:00+02:00,335.29999999999995,6.966666666666666,12.0,9.016666666666667,6.3999999999999995,8.5,0.0825,0.031
2025-09-01T13:37:00+02:00,341.03333333333336,6.983333333333333,12.0,9.0,6.3999999999999995,8.5,0.084,0.031
2025-09-01T13:38:00+02:00,333.5833333333333,6.933333333333333,12.0,8.983333333333333,6.383333333333333,8.5,0.084,0.031
2025-09-01T13:39:00+02:00,335.03333333333336,6.949999999999999,12.0,8.983333333333333,6.3500000000000005,8.5,0.11383333333333333,0.03133333333333333
2025-09-01T13:40:00+02:00,344.81666666666666,6.966666666666666,12.0,9.05,6.366666666666666,8.5,0.124,0.032
2025-09-01T13:41:00+02:00,346.0333333333333,6.966666666666666,12.0,8.983333333333333,6.3999999999999995,8.5,0.11616666666666665,0.032
2025-09-01T13:42:00+02:00,340.8,6.949999999999999,12.0,9.0,6.3999999999999995,8.5,0.08999999999999998,0.029333333333333333
2025-09-01T13:43:00+02:00,332.73333333333335,6.95,12.0,9.033333333333333,6.3999999999999995,8.5,0.08999999999999998,0.029
2025-09-01T13:44:00+02:00,338.46666666666664,6.949999999999999,12.0,9.0,6.383333333333334,8.5,0.09299999999999999,0.03016666666666667
2025-09-01T13:45:00+02:00,344.7,6.933333333333334,12.0,9.033333333333333,6.383333333333333,8.5,0.09433333333333332,0.03283333333333333
2025-09-01T13:46:00+02:00,339.93333333333334,6.95,12.0,9.0,6.3999999999999995,8.5,0.09499999999999999,0.03283333333333333
2025-09-01T13:47:00+02:00,351.01666666666665,6.916666666666667,12.0,9.016666666666667,6.3999999999999995,8.5,0.09799999999999999,0.03133333333333333
2025-09-01T13:48:00+02:00,346.2833333333333,6.966666666666666,12.0,9.0,6.3999999999999995,8.5,0.09799999999999999,0.031
2025-09-01T13:49:00+02:00,346.29999999999995,6.8999999999999995,12.0,8.983333333333333,6.3999999999999995,8.5,0.10533333333333333,0.022833333333333334
2025-09-01T13:50:00+02:00,345.43333333333334,6.949999999999999,12.0,9.016666666666667,6.3999999999999995,8.5,0.108,0.010999999999999998
2025-09-01T13:51:00+02:00,344.3333333333333,6.983333333333333,12.0,9.016666666666667,6.383333333333334,8.5,0.10533333333333333,0.010999999999999998
2025-09-01T13:52:00+02:00,347.0,6.949999999999999,12.0,8.983333333333333,6.3999999999999995,8.5,0.09599999999999999,0.03016666666666667
2025-09-01T13:53:00+02:00,341.5333333333333,6.933333333333334,12.0,9.033333333333333,6.383333333333334,8.5,0.09599999999999999,0.032
2025-09-01T13:54:00+02:00,341.88333333333327,6.916666666666667,12.0,9.033333333333333,6.3999999999999995,8.5,0.09866666666666667,0.03166666666666667
2025-09-01T13:55:00+02:00,341.90000000000003,6.949999999999999,12.0,9.033333333333333,6.3999999999999995,8.5,0.09999999999999999,0.031
2025-09-01T13:56:00+02:00,345.9333333333334,6.933333333333334,12.0,9.0,6.3999999999999995,8.5,0.09599999999999999,0.031
2025-09-01T13:57:00+02:00,344.20000000000005,6.949999999999999,12.0,9.016666666666667,6.3999999999999995,8.5,0.083,0.031
2025-09-01T13:58:00+02:00,341.0333333333333,6.966666666666666,12.0,8.983333333333333,6.383333333333334,8.5,0.08283333333333334,0.031
2025-09-01T13:59:00+02:00,338.45,6.916666666666667,12.0,9.066666666666666,6.383333333333333,8.5,0.09116666666666666,0.0315
2025-09-01T14:00:00+02:00,339.56666666666666,6.983333333333333,12.0,9.0,6.383333333333334,8.5,0.09499999999999999,0.032
2025-09-01T14:01:00+02:00,346.1666666666667,6.949999999999999,12.0,9.033333333333333,6.3999999999999995,8.5,0.09466666666666666,0.03183333333333333
2025-09-01T14:02:00+02:00,340.05,6.933333333333334,12.0,9.05,6.3999999999999995,8.5,0.09399999999999999,0.031166666666666665
2025-09-01T14:03:00+02:00,338.84999999999997,6.949999999999999,12.0,9.033333333333333,6.3999999999999995,8.5,0.09399999999999999,0.031
2025-09-01T14:04:00+02:00,345.68333333333334,6.916666666666667,12.0,8.983333333333333,6.3999999999999995,8.5,0.09883333333333333,0.031
2025-09-01T14:05:00+02:00,343.59999999999997,6.933333333333334,12.0,9.066666666666668,6.3999999999999995,8.5,0.10083333333333333,0.031
2025-09-01T14:06:00+02:00,347.15000000000003,6.933333333333334,12.0,9.033333333333333,6.383333333333333,8.5,0.10633333333333334,0.031
2025-09-01T14:07:00+02:00,335.51666666666665,6.933333333333333,12.0,9.033333333333333,6.383333333333334,8.5,0.127,0.031
2025-09-01T14:08:00+02:00,336.8833333333334,6.933333333333333,12.0,9.0,6.383333333333333,8.5,0.127,0.031
2025-09-01T14:09:00+02:00,339.81666666666666,6.933333333333334,12.0,9.0,6.3999999999999995,8.5,0.11216666666666665,0.03166666666666667
2025-09-01T14:10:00+02:00,336.75,6.949999999999999,12.0,9.0,6.3999999999999995,8.5,0.107,0.033
2025-09-01T14:11:00+02:00,333.95000000000005,6.916666666666667,12.0,9.0,6.366666666666667,8.5,0.10533333333333333,0.033
2025-09-01T14:12:00+02:00,335.4166666666667,6.933333333333334,12.0,8.933333333333334,6.333333333333333,8.5,0.09899999999999999,0.0325
2025-09-01T14:13:00+02:00,339.0833333333333,6.966666666666666,12.0,9.033333333333333,6.383333333333333,8.5,0.09899999999999999,0.03283333333333333
2025-09-01T14:14:00+02:00,339.83333333333337,6.949999999999999,12.0,8.983333333333333,6.383333333333333,8.5,0.10416666666666667,0.03233333333333333
2025-09-01T14:15:00+02:00,340.78333333333336,6.933333333333334,12.0,9.016666666666667,6.3999999999999995,8.5,0.106,0.031
2025-09-01T14:16:00+02:00,339.3166666666667,6.966666666666666,12.0,9.0,6.3999999999999995,8.5,0.10099999999999999,0.031
2025-09-01T14:17:00+02:00,338.4666666666667,6.933333333333333,12.0,9.0,6.3999999999999995,8.5,0.08599999999999998,0.03183333333333333
2025-09-01T14:18:00+02:00,362.2666666666667,6.949999999999999,12.0,9.05,6.383333333333333,8.5,0.08599999999999998,0.032
2025-09-01T14:19:00+02:00,378.1666666666667,6.949999999999999,12.0,9.0,6.3999999999999995,8.5,0.08683333333333332,0.03216666666666667
2025-09-01T14:20:00+02:00,372.3,6.966666666666666,12.0,9.016666666666667,6.383333333333334,8.5,0.08699999999999998,0.033
2025-09-01T14:21:00+02:00,372.7666666666667,6.949999999999999,12.0,9.016666666666667,6.3999999999999995,8.5,0.09666666666666666,0.033
2025-09-01T14:22:00+02:00,375.9666666666667,6.949999999999999,12.0,8.983333333333333,6.3500000000000005,8.5,0.128,0.032
2025-09-01T14:23:00+02:00,377.43333333333334,6.949999999999999,12.0,8.983333333333333,6.366666666666666,8.5,0.128,0.032
2025-09-01T14:24:00+02:00,382.1666666666667,6.95,12.0,8.983333333333333,6.383333333333334,8.5,0.12433333333333334,0.03183333333333333
2025-09-01T14:25:00+02:00,379.25,6.949999999999999,12.0,9.0,6.3999999999999995,8.5,0.123,0.033
2025-09-01T14:26:00+02:00,384.48333333333335,6.966666666666666,12.0,9.033333333333333,6.366666666666667,8.5,0.11549999999999999,0.033
2025-09-01T14:27:00+02:00,381.0833333333333,6.916666666666667,12.0,9.016666666666667,6.3999999999999995,8.5,0.09299999999999999,0.033
2025-09-01T14:28:00+02:00,384.84999999999997,6.8999999999999995,12.0,9.033333333333333,6.3999999999999995,8.5,0.09299999999999999,0.033
2025-09-01T14:29:00+02:00,385.23333333333335,6.916666666666667,12.0,8.983333333333333,6.3999999999999995,8.5,0.08700000000000001,0.0325
2025-09-01T14:30:00+02:00,389.0,6.8999999999999995,12.0,9.05,6.383333333333334,8.5,0.085,0.032
2025-09-01T14:31:00+02:00,385.09999999999997,6.933333333333334,12.0,8.983333333333333,6.3999999999999995,8.5,0.08666666666666667,0.032
2025-09-01T14:32:00+02:00,389.23333333333335,6.933333333333334,12.0,9.0,6.383333333333334,8.5,0.09299999999999999,0.032
2025-09-01T14:33:00+02:00,393.4166666666667,6.916666666666667,12.0,9.0,6.366666666666667,8.5,0.09299999999999999,0.032
2025-09-01T14:34:00+02:00,394.01666666666665,6.933333333333334,12.0,9.0,6.3999999999999995,8.5,0.09366666666666666,0.032
2025-09-01T14:35:00+02:00,395.59999999999997,6.933333333333334,12.0,8.966666666666667,6.3999999999999995,8.5,0.09399999999999999,0.032
2025-09-01T14:36:00+02:00,394.25000000000006,6.949999999999999,12.0,9.0,6.366666666666666,8.5,0.09949999999999999,0.032
2025-09-01T14:37:00+02:00,381.5666666666666,6.95,12.0,8.966666666666667,6.383333333333333,8.5,0.12,0.031166666666666665
2025-09-01T14:38:00+02:00,383.2833333333333,6.949999999999999,12.0,9.0,6.366666666666667,8.5,0.12,0.031
2025-09-01T14:39:00+02:00,382.9333333333334,7.0,12.0,9.0,6.366666666666667,8.5,0.11699999999999999,0.03133333333333333
2025-09-01T14:40:00+02:00,393.1666666666667,6.949999999999999,12.0,9.016666666666667,6.383333333333334,8.5,0.116,0.032
2025-09-01T14:41:00+02:00,389.01666666666665,6.916666666666667,12.0,9.066666666666668,6.383333333333334,8.5,0.11466666666666668,0.032
2025-09-01T14:42:00+02:00,387.05,6.916666666666667,12.0,9.05,6.3500000000000005,8.5,0.11183333333333334,0.032
2025-09-01T14:43:00+02:00,382.43333333333334,6.95,12.0,9.033333333333333,6.366666666666666,8.5,0.112,0.032
2025-09-01T14:44:00+02:00,387.6666666666667,6.916666666666667,12.0,8.983333333333333,6.3999999999999995,8.5,0.10566666666666667,0.03233333333333333
2025-09-01T14:45:00+02:00,388.7333333333333,6.8999999999999995,12.0,9.016666666666667,6.383333333333334,8.5,0.102,0.033
2025-09-01T14:46:00+02:00,388.3833333333334,6.949999999999999,12.0,9.05,6.366666666666667,8.5,0.10433333333333333,0.033
2025-09-01T14:47:00+02:00,387.55,6.933333333333334,12.0,9.0,6.383333333333333,8.5,0.113,0.03383333333333333
2025-09-01T14:48:00+02:00,387.76666666666665,6.916666666666667,12.0,9.066666666666668,6.383333333333333,8.5,0.113,0.034
2025-09-01T14:49:00+02:00,389.73333333333335,6.95,12.0,9.05,6.333333333333333,8.5,0.13016666666666668,0.034
2025-09-01T14:50:00+02:00,384.9666666666667,6.916666666666667,12.0,9.016666666666667,6.366666666666667,8.5,0.136,0.034
2025-09-01T14:51:00+02:00,380.7166666666667,6.933333333333334,12.0,8.983333333333333,6.383333333333333,8.5,0.12883333333333333,0.034
2025-09-01T14:52:00+02:00,383.2833333333333,6.933333333333334,12.0,8.983333333333333,6.366666666666666,8.5,0.10683333333333334,0.034833333333333334
2025-09-01T14:53:00+02:00,390.3333333333333,6.966666666666666,12.0,9.016666666666667,6.383333333333333,8.5,0.10683333333333334,0.035
2025-09-01T14:54:00+02:00,393.3833333333334,6.949999999999999,12.0,9.016666666666667,6.3999999999999995,8.5,0.09349999999999999,0.03466666666666667
2025-09-01T14:55:00+02:00,393.2833333333333,6.966666666666666,12.0,9.0,6.383333333333333,8.5,0.08899999999999998,0.034
2025-09-01T14:56:00+02:00,391.3333333333333,6.916666666666667,12.0,9.0,6.333333333333333,8.5,0.08883333333333332,0.034
2025-09-01T14:57:00+02:00,391.3333333333333,6.949999999999999,12.0,9.016666666666667,6.3999999999999995,8.5,0.08799999999999998,0.034
2025-09-01T14:58:00+02:00,387.54999999999995,6.949999999999999,12.0,9.05,6.3999999999999995,8.5,0.08799999999999998,0.034
2025-09-01T14:59:00+02:00,380.11666666666673,6.949999999999999,12.0,8.983333333333333,6.366666666666667,8.5,0.0835,0.034
2025-09-01T15:00:00+02:00,382.18333333333334,6.966666666666666,12.0,8.933333333333332,6.383333333333334,8.5,0.082,0.034
2025-09-01T15:01:00+02:00,395.36666666666673,6.8999999999999995,12.0,9.0,6.366666666666666,8.5,0.08616666666666667,0.034
2025-09-01T15:02:00+02:00,393.90000000000003,6.933333333333334,12.0,9.0,6.3500000000000005,8.5,0.108,0.034
2025-09-01T15:03:00+02:00,396.21666666666664,6.916666666666667,12.0,9.066666666666668,6.383333333333333,8.5,0.108,0.03383333333333333
2025-09-01T15:04:00+02:00,399.8833333333334,6.966666666666666,12.0,9.0,6.3999999999999995,8.5,0.10933333333333334,0.034333333333333334
2025-09-01T15:05:00+02:00,404.88333333333327,6.949999999999999,12.0,8.983333333333333,6.349999999999999,8.5,0.11,0.036
2025-09-01T15:06:00+02:00,401.8333333333333,6.983333333333333,12.0,9.0,6.349999999999999,8.5,0.10933333333333334,0.036
2025-09-01T15:07:00+02:00,394.0166666666667,6.933333333333334,12.0,9.066666666666666,6.383333333333333,8.5,0.107,0.036
2025-09-01T15:08:00+02:00,370.7,6.933333333333333,12.0,9.049999999999999,6.366666666666666,8.5,0.107,0.036
2025-09-01T15:09:00+02:00,363.34999999999997,6.933333333333334,12.0,8.983333333333333,6.3999999999999995,8.5,0.1055,0.0365
2025-09-01T15:10:00+02:00,358.23333333333335,6.916666666666667,12.0,9.0,6.3999999999999995,8.5,0.105,0.038
2025-09-01T15:11:00+02:00,350.8,6.933333333333334,12.0,8.95,6.3999999999999995,8.5,0.09966666666666667,0.038
2025-09-01T15:12:00+02:00,347.5,6.8999999999999995,12.0,9.0,6.3999999999999995,8.5,0.082,0.03716666666666667
2025-09-01T15:13:00+02:00,346.03333333333336,6.949999999999999,12.0,9.033333333333333,6.383333333333334,8.5,0.082,0.037
2025-09-01T15:14:00+02:00,345.53333333333336,6.916666666666667,12.0,9.016666666666667,6.383333333333334,8.5,0.11666666666666668,0.03716666666666667
2025-09-01T15:15:00+02:00,344.5666666666666,6.949999999999999,12.0,9.033333333333333,6.3500000000000005,8.5,0.12816666666666668,0.038
2025-09-01T15:16:00+02:00,347.53333333333336,6.95,12.0,9.016666666666667,6.366666666666667,8.5,0.12216666666666666,0.038
2025-09-01T15:17:00+02:00,345.18333333333334,6.966666666666666,12.0,9.016666666666667,6.3999999999999995,8.5,0.104,0.038
2025-09-01T15:18:00+02:00,343.59999999999997,6.933333333333334,12.0,9.05,6.3999999999999995,8.5,0.104,0.03783333333333334
2025-09-01T15:19:00+02:00,341.6166666666666,6.966666666666666,12.0,9.0,6.3999999999999995,8.5,0.10183333333333333,0.038
2025-09-01T15:20:00+02:00,349.45,6.933333333333334,12.0,8.983333333333333,6.3999999999999995,8.5,0.10099999999999999,0.038
2025-09-01T15:21:00+02:00,347.51666666666665,6.916666666666667,12.0,8.983333333333333,6.383333333333333,8.5,0.10366666666666667,0.038
2025-09-01T15:22:00+02:00,356.1666666666667,6.966666666666666,12.0,9.05,6.3999999999999995,8.5,0.116,0.03716666666666667
2025-09-01T15:23:00+02:00,351.5166666666666,6.95,12.0,9.05,6.383333333333333,8.5,0.116,0.037
