TimeStamp,Flow
02/04/2022 12:35,43.34242534
02/04/2022 12:40,43.03689187
02/04/2022 12:45,40.37076362
02/04/2022 12:50,40.65016242
02/04/2022 12:55,43.03123235
02/04/2022 13:00,42.74812419
02/04/2022 13:05,34.77080328
02/04/2022 13:10,42.08904317
02/04/2022 13:15,38.09281256
02/04/2022 13:20,37.57941767
02/04/2022 13:25,39.82210218
02/04/2022 13:30,39.17348193
02/04/2022 13:35,39.85233609
02/04/2022 13:40,34.52730157
02/04/2022 13:45,39.84627612
02/04/2022 13:50,41.2820409
02/04/2022 13:55,40.2476613
02/04/2022 14:00,44.9573036
02/04/2022 14:05,38.46658301
02/04/2022 14:10,41.61498917
02/04/2022 14:15,45.55959022
02/04/2022 14:20,45.26561445
02/04/2022 14:25,44.99154732
02/04/2022 14:30,38.15172455
02/04/2022 14:35,43.85900367
02/04/2022 14:40,49.74714546
02/04/2022 14:45,42.15493365
02/04/2022 14:50,44.76195736
02/04/2022 14:55,47.07293334
02/04/2022 15:00,41.03077938
02/04/2022 15:05,47.97189132
02/04/2022 15:10,47.96778336
02/04/2022 15:15,47.18117323
02/04/2022 15:20,46.37152983
02/04/2022 15:25,47.8668045
02/04/2022 15:30,41.59431319
02/04/2022 15:35,47.26229086
02/04/2022 15:40,42.2824805
02/04/2022 15:45,46.97477234
02/04/2022 15:50,45.42895869
02/04/2022 15:55,48.97871036
02/04/2022 16:00,50.41444666
02/04/2022 16:05,54.46069675
02/04/2022 16:10,41.95611976
02/04/2022 16:15,50.08373676
02/04/2022 16:20,44.86098167
02/04/2022 16:25,48.84751193
02/04/2022 16:30,52.37650313
02/04/2022 16:35,46.5782502
02/04/2022 16:40,46.90294181
02/04/2022 16:45,58.79844117
02/04/2022 16:50,48.62623503
02/04/2022 16:55,49.52642702
02/04/2022 17:00,49.95729873
02/04/2022 17:05,51.37609426
02/04/2022 17:10,50.4539579
02/04/2022 17:15,46.9553317
02/04/2022 17:20,44.54931562
02/04/2022 17:25,52.34896296
02/04/2022 17:30,45.35778258
02/04/2022 17:35,53.07874252
02/04/2022 17:40,49.90628947
02/04/2022 17:45,50.41780193
02/04/2022 17:50,39.82666091
02/04/2022 17:55,48.0288657
02/04/2022 18:00,50.0536412
02/04/2022 18:05,46.16116772
02/04/2022 18:10,49.83045473
02/04/2022 18:15,46.21757864
02/04/2022 18:20,48.6653513
02/04/2022 18:25,46.68748539
02/04/2022 18:30,46.43235119
02/04/2022 18:35,47.87882498
02/04/2022 18:40,52.05554507
02/04/2022 18:45,49.22780227
02/04/2022 18:50,50.11089135
02/04/2022 18:55,43.44219927
02/04/2022 19:00,41.34141622
02/04/2022 19:05,58.56971537
02/04/2022 19:10,51.0500696
02/04/2022 19:15,43.87149026
02/04/2022 19:20,38.37545413
02/04/2022 19:25,44.98425377
02/04/2022 19:30,34.84300373
02/04/2022 19:35,38.48492068
02/04/2022 19:40,39.50648752
02/04/2022 19:45,41.77448005
02/04/2022 19:50,46.23118484
02/04/2022 19:55,40.49762749
02/04/2022 20:00,44.13350924
02/04/2022 20:05,43.34652282
02/04/2022 20:10,44.83669644
02/04/2022 20:15,33.04523199
02/04/2022 20:20,42.00325504
02/04/2022 20:25,38.57686527
02/04/2022 20:30,47.47135309
02/04/2022 20:35,39.50568904
02/04/2022 20:40,40.3086092
02/04/2022 20:45,39.5260991
02/04/2022 20:50,42.89542049
02/04/2022 20:55,40.18130304
02/04/2022 21:00,40.22126517
02/04/2022 21:05,36.79090639
02/04/2022 21:10,35.24443989
02/04/2022 21:15,40.29119889
02/04/2022 21:20,36.29347637
02/04/2022 21:25,38.77003256
02/04/2022 21:30,37.48346392
02/04/2022 21:35,34.15157269
02/04/2022 21:40,32.71241324
02/04/2022 21:45,33.51075134
02/04/2022 21:50,29.00006006
02/04/2022 21:55,36.87861955
02/04/2022 22:00,30.30719538
02/04/2022 22:05,29.37124651
02/04/2022 22:10,28.65436117
02/04/2022 22:15,29.76718318
02/04/2022 22:20,26.04988871
02/04/2022 22:25,26.14450191
02/04/2022 22:30,27.38112145
02/04/2022 22:35,22.02786171
02/04/2022 22:40,22.03109544
02/04/2022 22:45,24.32044232
02/04/2022 22:50,26.78815471
02/04/2022 22:55,26.56457654
02/04/2022 23:00,23.79365455
02/04/2022 23:05,25.36990757
02/04/2022 23:10,23.53166094
02/04/2022 23:15,22.64737049
02/04/2022 23:20,19.66351009
02/04/2022 23:25,21.73547019
02/04/2022 23:30,20.36459241
02/04/2022 23:35,20.2008657
02/04/2022 23:40,20.79931616
02/04/2022 23:45,18.11937768
02/04/2022 23:50,18.66631992
02/04/2022 23:55,19.79916427
03/04/2022 00:00,15.928825
03/04/2022 00:05,16.7038614
03/04/2022 00:10,15.4782275
03/04/2022 00:15,17.6710117
03/04/2022 00:20,15.04301478
03/04/2022 00:25,17.49983226
03/04/2022 00:30,14.26309019
03/04/2022 00:35,16.63093699
03/04/2022 00:40,13.75559956
03/04/2022 00:45,13.39460687
03/04/2022 00:50,13.54219495
03/04/2022 00:55,13.43471298
03/04/2022 01:00,12.59917087
03/04/2022 01:05,13.66917385
03/04/2022 01:10,13.81580953
03/04/2022 01:15,11.77116491
03/04/2022 01:20,13.35195162
03/04/2022 01:25,11.40747567
03/04/2022 01:30,12.4256206
03/04/2022 01:35,11.20193755
03/04/2022 01:40,9.81780624
03/04/2022 01:45,10.27375966
03/04/2022 01:50,11.65325705
03/04/2022 01:55,10.55134742
03/04/2022 02:00,9.465899696
03/04/2022 02:05,11.1317444
03/04/2022 02:10,10.28280212
03/04/2022 02:15,8.139083251
03/04/2022 02:20,8.244113649
03/04/2022 02:25,9.607049465
03/04/2022 02:30,9.852737609
03/04/2022 02:35,9.755073934
03/04/2022 02:40,9.559671498
03/04/2022 02:45,9.029776187
03/04/2022 02:50,9.633636512
03/04/2022 02:55,10.08055719
03/04/2022 03:00,10.58562636
03/04/2022 03:05,9.263109214
03/04/2022 03:10,9.394697775
03/04/2022 03:15,8.989746374
03/04/2022 03:20,9.391327636
03/04/2022 03:25,8.63845158
03/04/2022 03:30,8.876562594
03/04/2022 03:35,10.36387644
03/04/2022 03:40,10.12065599
03/04/2022 03:45,9.815713677
03/04/2022 03:50,8.555104666
03/04/2022 03:55,10.25818174
03/04/2022 04:00,9.933886262
03/04/2022 04:05,8.68900288
03/04/2022 04:10,7.994893093
03/04/2022 04:15,8.992108342
03/04/2022 04:20,8.751116723
03/04/2022 04:25,9.748296852
03/04/2022 04:30,7.999394
03/04/2022 04:35,10.20551241
03/04/2022 04:40,8.371036396
03/04/2022 04:45,8.894157265
03/04/2022 04:50,9.676277689
03/04/2022 04:55,8.675776529
03/04/2022 05:00,10.09363571
03/04/2022 05:05,8.413829706
03/04/2022 05:10,9.697990337
03/04/2022 05:15,10.62513305
03/04/2022 05:20,10.34893848
03/04/2022 05:25,10.68604945
03/04/2022 05:30,10.99676858
03/04/2022 05:35,10.99677095
03/04/2022 05:40,11.49662537
03/04/2022 05:45,13.92093663
03/04/2022 05:50,12.15786903
03/04/2022 05:55,14.21171659
03/04/2022 06:00,16.93070944
03/04/2022 06:05,18.28391564
03/04/2022 06:10,18.79044005
03/04/2022 06:15,22.18374556
03/04/2022 06:20,23.4713498
03/04/2022 06:25,23.37813809
03/04/2022 06:30,28.29818584
03/04/2022 06:35,29.68161316
03/04/2022 06:40,31.61317289
03/04/2022 06:45,26.43476202
03/04/2022 06:50,32.8479433
03/04/2022 06:55,39.39557629
03/04/2022 07:00,44.33606136
03/04/2022 07:05,43.14381332
03/04/2022 07:10,44.34802315
03/04/2022 07:15,41.40391453
03/04/2022 07:20,49.18596568
03/04/2022 07:25,53.08148947
03/04/2022 07:30,46.45960459
03/04/2022 07:35,46.39986565
03/04/2022 07:40,49.05899556
03/04/2022 07:45,46.37858282
03/04/2022 07:50,50.16487516
03/04/2022 07:55,48.47638453
03/04/2022 08:00,46.99075559
03/04/2022 08:05,46.66056577
03/04/2022 08:10,47.07104925
03/04/2022 08:15,44.36959061
03/04/2022 08:20,50.55221406
03/04/2022 08:25,46.90879077
03/04/2022 08:30,53.968347
03/04/2022 08:35,51.5856713
03/04/2022 08:40,47.70587149
03/04/2022 08:45,47.64815194
03/04/2022 08:50,48.53914979
03/04/2022 08:55,50.58724055
03/04/2022 09:00,48.8819683
03/04/2022 09:05,45.60183016
03/04/2022 09:10,46.65677855
03/04/2022 09:15,49.9919512
03/04/2022 09:20,47.36924398
03/04/2022 09:25,50.5770549
03/04/2022 09:30,43.93675313
03/04/2022 09:35,54.16009962
03/04/2022 09:40,48.12443944
03/04/2022 09:45,44.15286194
03/04/2022 09:50,47.77075877
03/04/2022 09:55,45.21442752
03/04/2022 10:00,45.93665925
03/04/2022 10:05,42.62563031
03/04/2022 10:10,44.39389098
03/04/2022 10:15,44.36496008
03/04/2022 10:20,43.8562921
03/04/2022 10:25,49.21817807
03/04/2022 10:30,39.95065762
03/04/2022 10:35,38.90566869
03/04/2022 10:40,41.88680421
03/04/2022 10:45,41.15930161
03/04/2022 10:50,43.86466568
03/04/2022 10:55,43.59916137
03/04/2022 11:00,42.53878319
03/04/2022 11:05,39.45349795
03/04/2022 11:10,39.30177999
03/04/2022 11:15,45.73453179
03/04/2022 11:20,44.73610273
03/04/2022 11:25,44.26122941
03/04/2022 11:30,44.30804662
03/04/2022 11:35,40.19253053
03/04/2022 11:40,41.92713315
03/04/2022 11:45,43.49787342
03/04/2022 11:50,46.25820128
03/04/2022 11:55,45.31466828
03/04/2022 12:00,41.13149562
03/04/2022 12:05,44.7090176
03/04/2022 12:10,38.79567056
03/04/2022 12:15,47.80313551
03/04/2022 12:20,40.70168717
03/04/2022 12:25,40.59738843
03/04/2022 12:30,41.53282786
03/04/2022 12:35,38.70995322
03/04/2022 12:40,43.96372462
03/04/2022 12:45,40.91314541
03/04/2022 12:50,34.45305708
03/04/2022 12:55,31.47619093
03/04/2022 13:00,38.78244495
03/04/2022 13:05,37.63335953
03/04/2022 13:10,41.30602052
03/04/2022 13:15,41.20732517
03/04/2022 13:20,41.32694167
03/04/2022 13:25,36.53028985
03/04/2022 13:30,42.53752449
03/04/2022 13:35,40.24272457
03/04/2022 13:40,35.98888106
03/04/2022 13:45,43.99727972
03/04/2022 13:50,39.98916052
03/04/2022 13:55,45.50786598
03/04/2022 14:00,44.94018885
03/04/2022 14:05,48.8945966
03/04/2022 14:10,44.38668333
03/04/2022 14:15,46.96989663
03/04/2022 14:20,47.70192292
03/04/2022 14:25,44.96198417
03/04/2022 14:30,44.97714091
03/04/2022 14:35,45.499603
03/04/2022 14:40,47.41070885
03/04/2022 14:45,44.20433087
03/04/2022 14:50,49.90800553
03/04/2022 14:55,46.64859493
03/04/2022 15:00,48.83750803
03/04/2022 15:05,50.25355166
03/04/2022 15:10,47.31375683
03/04/2022 15:15,42.61650391
03/04/2022 15:20,49.5975902
03/04/2022 15:25,49.25848449
03/04/2022 15:30,49.71831707
03/04/2022 15:35,43.08938802
03/04/2022 15:40,41.11019721
03/04/2022 15:45,40.97014401
03/04/2022 15:50,62.16890021
03/04/2022 15:55,42.88433163
03/04/2022 16:00,47.79659647
03/04/2022 16:05,39.15880567
03/04/2022 16:10,47.69751532
03/04/2022 16:15,39.8287865
03/04/2022 16:20,43.45469422
03/04/2022 16:25,46.50690062
03/04/2022 16:30,45.43906195
03/04/2022 16:35,48.61520077
03/04/2022 16:40,42.18470645
03/04/2022 16:45,52.09173412
03/04/2022 16:50,41.13476918
03/04/2022 16:55,46.77817477
03/04/2022 17:00,52.91996703
03/04/2022 17:05,38.05237869
03/04/2022 17:10,44.73393566
03/04/2022 17:15,47.4420298
03/04/2022 17:20,37.99033144
03/04/2022 17:25,45.74143732
03/04/2022 17:30,46.13730062
03/04/2022 17:35,45.45703628
03/04/2022 17:40,44.63179404
03/04/2022 17:45,47.35829432
03/04/2022 17:50,48.87342952
03/04/2022 17:55,44.36140483
03/04/2022 18:00,47.41308411
03/04/2022 18:05,41.61304979
03/04/2022 18:10,45.0279922
03/04/2022 18:15,46.32516668
03/04/2022 18:20,45.25745567
03/04/2022 18:25,45.91462325
03/04/2022 18:30,42.56549803
03/04/2022 18:35,41.16198601
03/04/2022 18:40,44.61079041
03/04/2022 18:45,44.69087282
03/04/2022 18:50,44.4267597
03/04/2022 18:55,40.66095062
03/04/2022 19:00,42.19224779
03/04/2022 19:05,43.55620634
03/04/2022 19:10,43.88803234
03/04/2022 19:15,46.95528262
03/04/2022 19:20,41.51861629
03/04/2022 19:25,43.30551883
03/04/2022 19:30,41.91482752
03/04/2022 19:35,44.82302594
03/04/2022 19:40,39.66346731
03/04/2022 19:45,40.91740171
03/04/2022 19:50,37.77890169
03/04/2022 19:55,32.46659367
03/04/2022 20:00,44.44767266
03/04/2022 20:05,33.9915743
03/04/2022 20:10,49.26893772
03/04/2022 20:15,36.27127131
03/04/2022 20:20,42.52036035
03/04/2022 20:25,38.14091136
03/04/2022 20:30,40.71945026
03/04/2022 20:35,42.21768818
03/04/2022 20:40,40.7384179
03/04/2022 20:45,39.36718699
03/04/2022 20:50,40.96838294
03/04/2022 20:55,40.86436807
03/04/2022 21:00,34.68633068
03/04/2022 21:05,43.00175564
03/04/2022 21:10,39.29834314
03/04/2022 21:15,42.97760223
03/04/2022 21:20,42.97941981
03/04/2022 21:25,37.40214022
03/04/2022 21:30,33.33174298
03/04/2022 21:35,35.71508674
03/04/2022 21:40,32.86624998
03/04/2022 21:45,29.32188453
03/04/2022 21:50,31.60485732
03/04/2022 21:55,32.8694749
03/04/2022 22:00,32.60704746
03/04/2022 22:05,29.99886309
03/04/2022 22:10,27.0147864
03/04/2022 22:15,30.44183363
03/04/2022 22:20,26.91645523
03/04/2022 22:25,28.52088464
03/04/2022 22:30,27.4866018
03/04/2022 22:35,30.89523945
03/04/2022 22:40,24.9275147
03/04/2022 22:45,26.56481288
03/04/2022 22:50,21.91775733
03/04/2022 22:55,25.2563595
03/04/2022 23:00,24.45693897
03/04/2022 23:05,30.37806904
03/04/2022 23:10,23.33983441
03/04/2022 23:15,21.47907774
03/04/2022 23:20,22.07881304
03/04/2022 23:25,19.7226428
03/04/2022 23:30,22.86551245
03/04/2022 23:35,23.55293583
03/04/2022 23:40,19.38474982
03/04/2022 23:45,18.93455044
03/04/2022 23:50,22.9144653
03/04/2022 23:55,17.42181617
04/04/2022 00:00,18.72382338
04/04/2022 00:05,16.35096394
04/04/2022 00:10,16.96341236
04/04/2022 00:15,18.50918632
04/04/2022 00:20,16.55203339
04/04/2022 00:25,17.17757086
04/04/2022 00:30,14.73643003
04/04/2022 00:35,15.26534285
04/04/2022 00:40,15.09926692
04/04/2022 00:45,14.5226369
04/04/2022 00:50,15.24982893
04/04/2022 00:55,12.48360616
04/04/2022 01:00,12.4651518
04/04/2022 01:05,12.03281308
04/04/2022 01:10,12.49062994
04/04/2022 01:15,15.63625098
04/04/2022 01:20,11.25089669
04/04/2022 01:25,11.91517286
04/04/2022 01:30,12.29449255
04/04/2022 01:35,11.48688519
04/04/2022 01:40,8.871692915
04/04/2022 01:45,9.732578867
04/04/2022 01:50,11.12509047
04/04/2022 01:55,10.86711991
04/04/2022 02:00,11.35487278
04/04/2022 02:05,9.208445977
04/04/2022 02:10,9.759894114
04/04/2022 02:15,10.26194182
04/04/2022 02:20,8.987265307
04/04/2022 02:25,8.01221715
04/04/2022 02:30,7.358400335
04/04/2022 02:35,9.506274433
04/04/2022 02:40,9.682716939
04/04/2022 02:45,9.068390687
04/04/2022 02:50,7.590744024
04/04/2022 02:55,10.17295978
04/04/2022 03:00,7.9717216
04/04/2022 03:05,7.981136695
04/04/2022 03:10,8.544856425
04/04/2022 03:15,8.340781152
04/04/2022 03:20,7.071691765
04/04/2022 03:25,8.772561774
04/04/2022 03:30,7.821007986
04/04/2022 03:35,8.485596957
04/04/2022 03:40,6.686323328
04/04/2022 03:45,8.855432172
04/04/2022 03:50,8.380023285
04/04/2022 03:55,7.964140704
04/04/2022 04:00,7.76529377
04/04/2022 04:05,8.571814455
04/04/2022 04:10,7.99677168
04/04/2022 04:15,8.521839259
04/04/2022 04:20,9.799000691
04/04/2022 04:25,7.440189624
04/04/2022 04:30,8.510137975
04/04/2022 04:35,9.825938043
04/04/2022 04:40,9.472946161
04/04/2022 04:45,10.01904561
04/04/2022 04:50,9.231361939
04/04/2022 04:55,8.685538676
04/04/2022 05:00,7.422423387
04/04/2022 05:05,9.54147831
04/04/2022 05:10,9.394336363
04/04/2022 05:15,10.67804968
04/04/2022 05:20,10.44276609
04/04/2022 05:25,10.785185
04/04/2022 05:30,11.09230537
04/04/2022 05:35,11.76575203
04/04/2022 05:40,7.667112198
04/04/2022 05:45,12.93923341
04/04/2022 05:50,16.64303001
04/04/2022 05:55,15.01703581
04/04/2022 06:00,15.6176807
04/04/2022 06:05,18.57804146
04/04/2022 06:10,18.16043142
04/04/2022 06:15,23.98583603
04/04/2022 06:20,21.91710663
04/04/2022 06:25,23.8967523
04/04/2022 06:30,26.88767009
04/04/2022 06:35,28.54215704
04/04/2022 06:40,29.42135938
04/04/2022 06:45,34.91304397
04/04/2022 06:50,37.38243459
04/04/2022 06:55,39.06857116
04/04/2022 07:00,39.4167626
04/04/2022 07:05,36.16062329
04/04/2022 07:10,39.19758005
04/04/2022 07:15,46.78991097
04/04/2022 07:20,50.09979604
04/04/2022 07:25,45.09755577
04/04/2022 07:30,46.68382386
04/04/2022 07:35,47.23986403
04/04/2022 07:40,54.87364154
04/04/2022 07:45,52.00242574
04/04/2022 07:50,45.98755878
04/04/2022 07:55,42.97102562
04/04/2022 08:00,55.13170917
04/04/2022 08:05,50.14711805
04/04/2022 08:10,41.47996649
04/04/2022 08:15,47.32185792
04/04/2022 08:20,46.69943062
04/04/2022 08:25,54.44516397
04/04/2022 08:30,53.51813001
04/04/2022 08:35,45.34186817
04/04/2022 08:40,49.52183409
04/04/2022 08:45,55.15292669
04/04/2022 08:50,37.91390366
04/04/2022 08:55,49.44926032
04/04/2022 09:00,53.71054833
04/04/2022 09:05,48.70520553
04/04/2022 09:10,45.01529666
04/04/2022 09:15,52.52660157
04/04/2022 09:20,55.32387817
04/04/2022 09:25,45.11056818
04/04/2022 09:30,47.83332362
04/04/2022 09:35,47.95358879
04/04/2022 09:40,47.17843677
04/04/2022 09:45,45.40617053
04/04/2022 09:50,43.69975131
04/04/2022 09:55,42.76920098
04/04/2022 10:00,44.76563746
04/04/2022 10:05,45.18684286
04/04/2022 10:10,40.83870313
04/04/2022 10:15,45.11402096
04/04/2022 10:20,43.56282062
04/04/2022 10:25,39.18694233
04/04/2022 10:30,40.23637363
04/04/2022 10:35,44.07133565
04/04/2022 10:40,36.34249877
04/04/2022 10:45,43.55380061
04/04/2022 10:50,41.22647687
04/04/2022 10:55,41.28395814
04/04/2022 11:00,40.91819959
04/04/2022 11:05,40.56149412
04/04/2022 11:10,42.54063887
04/04/2022 11:15,44.79002976
04/04/2022 11:20,40.42918167
04/04/2022 11:25,45.80581941
04/04/2022 11:30,42.90865683
04/04/2022 11:35,40.5730506
04/04/2022 11:40,42.94961649
04/04/2022 11:45,41.8091337
04/04/2022 11:50,39.19617206
04/04/2022 11:55,42.13730455
04/04/2022 12:00,47.45409338
04/04/2022 12:05,46.90718448
04/04/2022 12:10,40.60156278
04/04/2022 12:15,39.7993665
04/04/2022 12:20,40.94958062
04/04/2022 12:25,40.80731678
04/04/2022 12:30,43.19752304
04/04/2022 12:35,41.25894109
04/04/2022 12:40,48.86093627
04/04/2022 12:45,42.76678784
04/04/2022 12:50,34.5483737
04/04/2022 12:55,41.02324218
04/04/2022 13:00,42.92765229
04/04/2022 13:05,38.95596438
04/04/2022 13:10,35.00062099
04/04/2022 13:15,40.53981123
04/04/2022 13:20,36.40182823
04/04/2022 13:25,38.19199154
04/04/2022 13:30,41.68220176
04/04/2022 13:35,36.03682426
04/04/2022 13:40,40.13479801
04/04/2022 13:45,42.97230287
04/04/2022 13:50,35.59135592
04/04/2022 13:55,42.42912675
04/04/2022 14:00,41.12090851
04/04/2022 14:05,49.08163508
04/04/2022 14:10,44.63106167
04/04/2022 14:15,45.51279003
04/04/2022 14:20,47.74071802
04/04/2022 14:25,50.69296148
04/04/2022 14:30,44.22776974
04/04/2022 14:35,50.71060736
04/04/2022 14:40,51.85300645
04/04/2022 14:45,50.18065482
04/04/2022 14:50,46.11767832
04/04/2022 14:55,49.94025166
04/04/2022 15:00,47.34312644
04/04/2022 15:05,52.25651903
04/04/2022 15:10,47.67802882
04/04/2022 15:15,48.55128048
04/04/2022 15:20,46.89788582
04/04/2022 15:25,45.82781241
04/04/2022 15:30,45.0786379
04/04/2022 15:35,52.95038265
04/04/2022 15:40,48.27667356
04/04/2022 15:45,51.50455404
04/04/2022 15:50,47.30641592
04/04/2022 15:55,45.94571413
04/04/2022 16:00,41.59600203
04/04/2022 16:05,40.51774785
04/04/2022 16:10,48.58680992
04/04/2022 16:15,44.42267639
04/04/2022 16:20,48.46250431
04/04/2022 16:25,50.68083028
04/04/2022 16:30,45.58636575
04/04/2022 16:35,42.97565571
04/04/2022 16:40,44.55409358
04/04/2022 16:45,59.69023877
04/04/2022 16:50,48.43031294
04/04/2022 16:55,38.66086866
04/04/2022 17:00,54.80571096
04/04/2022 17:05,49.2000014
04/04/2022 17:10,48.35381905
04/04/2022 17:15,46.9308608
04/04/2022 17:20,48.33958874
04/04/2022 17:25,47.89039369
04/04/2022 17:30,50.48190239
04/04/2022 17:35,44.20095475
04/04/2022 17:40,49.15333101
04/04/2022 17:45,46.53467476
04/04/2022 17:50,40.13336933
04/04/2022 17:55,50.53275009
04/04/2022 18:00,45.15564165
04/04/2022 18:05,54.21306844
04/04/2022 18:10,40.81785456
04/04/2022 18:15,44.70416604
04/04/2022 18:20,42.90058438
04/04/2022 18:25,40.14489281
04/04/2022 18:30,45.75676882
04/04/2022 18:35,46.4554426
04/04/2022 18:40,41.51535249
04/04/2022 18:45,43.03607421
04/04/2022 18:50,51.27991986
04/04/2022 18:55,49.13779491
04/04/2022 19:00,38.34048889
04/04/2022 19:05,43.59611458
04/04/2022 19:10,42.68001907
04/04/2022 19:15,49.74587607
04/04/2022 19:20,43.71506411
04/04/2022 19:25,42.86616723
04/04/2022 19:30,34.72768165
04/04/2022 19:35,46.05219345
04/04/2022 19:40,47.56492029
04/04/2022 19:45,41.83079314
04/04/2022 19:50,41.29127168
04/04/2022 19:55,36.80541277
04/04/2022 20:00,38.6050426
04/04/2022 20:05,41.70460691
04/04/2022 20:10,42.1693768
04/04/2022 20:15,38.63852249
04/04/2022 20:20,38.76457708
04/04/2022 20:25,38.1399494
