PipeID,Age,Diameter,Depth,Slope,Length,Pipe_type,Connection,Pipe_form,Material,Rainfall,Geology,GroundWater Level,Soil_type,Landslide_area,Population,Building_area,Land_cover,Distance_to_road,TrafficVol,Score
63745,1,225,-1.25,5.38,56.45,Wastewater,MUF,S,Others,131.86,Geology-0,20.33,SoilType-5,No,109,No,LandCover-4,RoadClass-0,0,5
159107,1,160,-1.25,2.63,33.57,Wastewater,Others,S,PVC,149.33,Geology-0,2.6,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
140983,1,225,-1.26,0.67,20.71,Combined,MUF,S,Others,138.62,Geology-0,25.75,SoilType-5,No,180,No,LandCover-1,RoadClass-1,0,39
159843,1,250,-1.28,2.8,22.15,Stormwater,Others,S,PVC,122.42,Geology-2,15.48,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
159842,1,160,-1.3,3.47,22.74,Wastewater,Others,S,PVC,122.42,Geology-2,15.48,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
171688,1,250,-1.32,2.32,31.96,Wastewater,Others,S,PVC,143.43,Geology-0,16.02,SoilType-9,No,55,No,LandCover-4,RoadClass-0,0,0
165510,1,200,-1.33,0.63,37.38,Stormwater,Others,S,PVC,118.7,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-1,0,0
158875,1,160,-1.35,2.12,79.84,Wastewater,Others,S,PVC,148.96,Geology-0,3.03,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
158878,1,200,-1.37,2.02,78.57,Stormwater,Others,S,PVC,148.96,Geology-0,3.03,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
152856,1,230,-1.37,2.58,5.3,Combined,MUF,S,BET,126.42,Geology-2,16.13,SoilType-6,No,108,No,LandCover-4,RoadClass-0,0,26
89083,1,200,-1.37,4.95,37.7,Wastewater,MUF,S,Others,125.21,Geology-2,16.15,SoilType-6,No,181,No,LandCover-1,RoadClass-3,0,0
163043,1,200,-1.38,3.92,51.58,Wastewater,Others,S,PVC,142.55,Geology-2,24.3,SoilType-5,No,94,No,LandCover-4,RoadClass-4,0,0
159167,1,200,-1.38,5.66,31.11,Stormwater,Others,S,PVC,149.44,Geology-0,2.95,SoilType-9,No,24,No,LandCover-2,RoadClass-0,0,0
153184,1,315,-1.4,2.89,48.1,Stormwater,Others,S,PPP,144.02,Geology-0,14.69,SoilType-9,No,178,No,LandCover-4,RoadClass-2,0,0
155370,1,250,-1.41,0.81,33.74,Stormwater,Others,S,PVC,146.07,Geology-0,13.7,SoilType-7,No,11,No,LandCover-4,RoadClass-2,0,0
159242,1,160,-1.41,4.47,22.11,Wastewater,Others,S,PVC,122.5,Geology-2,15.54,SoilType-2,No,318,No,LandCover-2,RoadClass-1,0,0
168687,1,315,-1.41,-0.75,44.07,Stormwater,Others,S,PPP,133.53,Geology-0,25.65,SoilType-6,No,44,No,LandCover-1,RoadClass-0,0,2
159263,1,315,-1.41,6.06,29.71,Stormwater,Others,S,PVC,122.48,Geology-2,15.5,SoilType-2,No,115,No,LandCover-1,RoadClass-1,0,0
159168,1,160,-1.43,5.75,29.68,Wastewater,Others,S,PVC,149.44,Geology-0,2.95,SoilType-9,No,24,No,LandCover-2,RoadClass-0,0,0
154688,1,250,-1.43,1.12,49.1,Stormwater,Others,S,PVC,145.93,Geology-0,13.73,SoilType-9,No,87,No,LandCover-4,RoadClass-1,0,0
159146,1,200,-1.45,3.57,22.95,Stormwater,Others,S,PVC,149.37,Geology-0,2.84,SoilType-9,No,118,No,LandCover-1,RoadClass-0,0,0
157007,1,315,-1.45,0.31,29.32,Stormwater,Others,S,PVC,122.41,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
164592,1,315,-1.45,2.56,52.9,Stormwater,Others,S,PVC,142.42,Geology-0,25.63,SoilType-5,No,208,No,LandCover-1,RoadClass-0,0,0
164618,1,200,-1.47,2.58,52.54,Wastewater,Others,S,PVC,142.42,Geology-0,25.63,SoilType-5,No,208,No,LandCover-1,RoadClass-0,0,0
154691,1,315,-1.47,0.59,41.35,Wastewater,Others,S,PVC,145.94,Geology-0,13.73,SoilType-9,No,87,No,LandCover-2,RoadClass-1,0,0
159147,1,160,-1.48,3.48,25.37,Wastewater,Others,S,PVC,149.37,Geology-0,2.93,SoilType-9,No,118,No,LandCover-1,RoadClass-0,0,0
163226,1,200,-1.5,1.69,74.05,Stormwater,Others,S,PVC,143.96,Geology-2,23.61,SoilType-5,No,94,No,LandCover-2,RoadClass-3,0,0
159243,1,315,-1.5,4.55,23.54,Stormwater,Others,S,PVC,122.5,Geology-2,15.54,SoilType-2,No,318,No,LandCover-2,RoadClass-1,0,0
159401,1,160,-1.53,4.91,18.61,Wastewater,Others,S,PVC,122.47,Geology-2,15.5,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
163225,1,160,-1.53,1.17,74.08,Wastewater,Others,S,PVC,143.92,Geology-2,23.61,SoilType-5,No,94,No,LandCover-2,RoadClass-3,0,0
168744,1,315,-1.54,0.7,40.53,Stormwater,Others,S,PPP,133.58,Geology-0,25.8,SoilType-6,No,44,No,LandCover-1,RoadClass-0,0,0
164577,1,315,-1.55,2.55,41.06,Stormwater,Others,S,PVC,142.92,Geology-0,25.42,SoilType-5,No,208,No,LandCover-4,RoadClass-0,0,0
160227,1,160,-1.55,0.06,65.59,Wastewater,Others,S,PVC,122.39,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
89085,1,150,-1.55,0.58,18.75,Wastewater,MUF,S,Others,125.13,Geology-2,16.14,SoilType-6,No,181,No,LandCover-4,RoadClass-3,0,166
163852,1,250,-1.6,-0.73,33.68,Stormwater,Others,S,PVC,124.82,Geology-2,16.1,SoilType-6,No,171,No,LandCover-4,RoadClass-0,0,0
154248,1,300,-1.6,0.93,66.77,Stormwater,Others,S,PPP,143.75,Geology-0,14.71,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
156303,1,160,-1.61,5.59,13.14,Wastewater,Others,S,PVC,122.46,Geology-2,15.5,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
159279,1,160,-1.62,0.86,31.88,Wastewater,Others,S,PVC,149.45,Geology-0,2.36,SoilType-9,No,24,No,LandCover-1,RoadClass-0,0,0
164482,1,315,-1.63,2.63,59.02,Stormwater,Others,S,PVC,143.42,Geology-0,25.16,SoilType-5,No,208,No,LandCover-2,RoadClass-0,0,0
164576,1,200,-1.63,2.55,58.61,Wastewater,Others,S,PVC,143.48,Geology-0,25.16,SoilType-5,No,208,No,LandCover-2,RoadClass-0,0,0
159001,1,250,-1.64,1.32,58.48,Stormwater,Others,S,PVC,149.3,Geology-0,2.49,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
156331,1,315,-1.64,5.2,11.53,Stormwater,Others,S,PVC,122.46,Geology-2,15.5,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
154247,1,160,-1.66,0.95,67.49,Wastewater,Others,S,PVC,143.75,Geology-0,14.71,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
56671,1,225,-1.66,0.89,50.06,Combined,MUF,S,Others,138.92,Geology-2,25.4,SoilType-5,No,180,No,LandCover-1,RoadClass-1,0,567
158317,1,160,-1.67,0.71,28.02,Wastewater,Others,S,PVC,149.07,Geology-0,2.79,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
158329,1,250,-1.68,0.71,26.67,Stormwater,Others,S,PVC,149.06,Geology-0,2.79,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
154135,1,300,-1.7,0.49,26.25,Stormwater,Others,S,PPP,143.83,Geology-0,14.69,SoilType-9,No,178,No,LandCover-2,RoadClass-4,0,0
159349,1,160,-1.7,4.22,26.17,Wastewater,Others,S,PVC,122.49,Geology-2,15.49,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
160409,1,225,-1.7,-1.29,79.75,Combined,Others,S,BET,131.01,Geology-2,19.19,SoilType-6,No,120,No,LandCover-1,RoadClass-0,0,55
159196,1,160,-1.7,2.34,33.86,Wastewater,Others,S,PVC,149.48,Geology-0,2.65,SoilType-9,No,24,No,LandCover-1,RoadClass-0,0,0
159194,1,200,-1.71,2.39,31.13,Stormwater,Others,S,PVC,149.48,Geology-0,2.65,SoilType-9,No,24,No,LandCover-1,RoadClass-0,0,0
5590,1,400,-1.72,31.86,2.56,Combined,MUF,S,Others,105.68,Geology-2,15.47,SoilType-2,No,60,No,LandCover-1,RoadClass-1,6300,333
157004,1,160,-1.73,1.01,31.94,Wastewater,Others,S,PVC,122.41,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
159450,1,315,-1.73,5.35,27.04,Stormwater,Others,S,PVC,122.48,Geology-2,15.51,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
159273,1,200,-1.73,0.55,33.06,Stormwater,Others,S,PVC,149.45,Geology-0,2.36,SoilType-9,No,24,No,LandCover-1,RoadClass-0,0,0
58815,1,230,-1.74,5.93,25.58,Combined,MUF,S,BET,126.34,Geology-2,16.15,SoilType-6,No,108,No,LandCover-2,RoadClass-1,0,12
164481,1,200,-1.74,3.32,64.46,Wastewater,Others,S,PVC,141.08,Geology-0,26.56,SoilType-5,No,64,No,LandCover-2,RoadClass-1,0,0
61403,1,225,-1.77,19.63,23.08,Wastewater,MUF,S,Others,130.92,Geology-2,20.09,SoilType-6,No,104,No,LandCover-2,RoadClass-2,0,129
163508,1,200,-1.78,-10.85,3.35,Stormwater,Others,S,PVC,102.6,Geology-2,15.45,SoilType-3,No,84,No,LandCover-4,RoadClass-0,0,0
63631,1,225,-1.81,-2.21,41.25,Wastewater,MUF,S,Others,131.96,Geology-0,20.36,SoilType-5,No,109,No,LandCover-4,RoadClass-0,0,0
163698,1,250,-1.82,0.73,52.76,Stormwater,Others,S,PVC,124.93,Geology-2,16.1,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
159399,1,315,-1.83,5.53,20.17,Stormwater,Others,S,PVC,122.47,Geology-2,15.5,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
159164,1,200,-1.84,4.79,93.14,Stormwater,Others,S,PVC,122.58,Geology-2,17.82,SoilType-9,No,111,No,LandCover-2,RoadClass-1,0,0
160848,1,400,-1.85,5.63,25.71,Stormwater,Others,S,PPP,131.6,Geology-2,19.05,SoilType-6,No,130,No,LandCover-2,RoadClass-0,0,0
164370,1,250,-1.86,4.64,87.99,Stormwater,Others,S,PVC,127.44,Geology-2,16.26,SoilType-5,No,142,No,LandCover-2,RoadClass-0,0,0
158328,1,250,-1.86,1.53,61.04,Stormwater,Others,S,PVC,149.15,Geology-0,2.72,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
163274,1,200,-1.86,6.99,50.81,Wastewater,Others,S,PVC,102.54,Geology-2,15.45,SoilType-2,No,84,No,LandCover-1,RoadClass-0,0,0
164611,1,160,-1.86,4.9,74.16,Wastewater,Others,S,PVC,127.48,Geology-2,16.29,SoilType-9,No,142,No,LandCover-1,RoadClass-2,0,0
159283,1,200,-1.86,2.24,78,Wastewater,Others,S,PVC,141.15,Geology-0,25.98,SoilType-5,No,190,No,LandCover-1,RoadClass-0,0,0
153952,1,160,-1.86,1.98,10.99,Wastewater,Others,S,PVC,143.97,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
154134,1,160,-1.88,0.83,22.45,Wastewater,Others,S,PVC,143.83,Geology-0,14.69,SoilType-9,No,178,No,LandCover-2,RoadClass-4,0,0
165016,1,630,-1.88,0.87,70.65,Stormwater,Others,S,PPP,144.02,Geology-0,24.57,SoilType-4,No,190,No,LandCover-2,RoadClass-0,0,0
165741,1,200,-1.89,3.53,91.01,Stormwater,Others,S,PVC,118.3,Geology-2,15.57,SoilType-9,No,303,No,LandCover-2,RoadClass-1,0,0
159756,1,250,-1.89,6.68,70.17,Stormwater,Others,S,PVC,122.48,Geology-2,15.46,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
159759,1,160,-1.89,6.57,71.61,Wastewater,Others,S,PVC,122.48,Geology-2,15.46,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
163041,1,400,-1.92,2.1,55.72,Stormwater,Others,S,PPP,143.82,Geology-0,24.22,SoilType-5,No,94,No,LandCover-1,RoadClass-4,0,0
162886,1,250,-1.93,5.05,38.69,Stormwater,Others,S,PVC,126.06,Geology-2,16.32,SoilType-6,No,146,No,LandCover-1,RoadClass-0,0,0
159262,1,160,-1.93,5.72,29.93,Wastewater,Others,S,PVC,122.48,Geology-2,15.5,SoilType-2,No,115,No,LandCover-1,RoadClass-1,0,0
163618,1,315,-1.93,0.6,54.06,Wastewater,Others,S,PVC,118.13,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,5100,0
163697,1,160,-1.94,0.86,52.19,Wastewater,Others,S,PVC,124.93,Geology-2,16.1,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
159458,1,160,-1.94,5.87,26.8,Wastewater,Others,S,PVC,122.48,Geology-2,15.51,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
159284,1,200,-1.95,2.34,77.68,Stormwater,Others,S,PVC,141.15,Geology-0,25.98,SoilType-5,No,190,No,LandCover-1,RoadClass-0,0,0
162887,1,160,-1.95,5.71,39.23,Wastewater,IM,S,PVC,126.06,Geology-2,16.32,SoilType-6,No,146,No,LandCover-1,RoadClass-0,0,0
155250,1,315,-1.96,0.36,33.6,Wastewater,Others,S,PVC,146.01,Geology-0,13.69,SoilType-7,No,87,No,LandCover-1,RoadClass-2,0,0
159161,1,160,-1.96,5,93.57,Wastewater,Others,S,PVC,122.58,Geology-2,17.82,SoilType-9,No,111,No,LandCover-2,RoadClass-1,0,0
153990,1,300,-1.97,3.57,52.03,Stormwater,Others,S,PPP,143.91,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
153951,1,315,-1.99,3.68,11.08,Stormwater,Others,S,PPP,143.97,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
153988,1,160,-1.99,3.45,52.65,Wastewater,Others,S,PVC,143.89,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
165503,1,160,-2.01,3.97,44.06,Wastewater,Others,S,PVC,117.79,Geology-2,15.56,SoilType-9,No,303,No,LandCover-1,RoadClass-0,0,0
152816,1,160,-2.01,4.32,29.94,Wastewater,MUF,S,PVC,134.8,Geology-2,19.63,SoilType-5,No,204,No,LandCover-1,RoadClass-3,0,0
164152,1,200,-2.02,-1.59,45.83,Stormwater,Others,S,PVC,144.65,Geology-2,23.33,SoilType-5,No,94,No,LandCover-1,RoadClass-0,0,0
154404,1,160,-2.02,2.38,38.76,Wastewater,Others,S,PVC,143.69,Geology-0,14.74,SoilType-9,No,178,No,LandCover-4,RoadClass-2,0,0
165502,1,315,-2.02,5.61,47.15,Stormwater,Others,S,PVC,117.79,Geology-2,15.56,SoilType-9,No,303,No,LandCover-1,RoadClass-0,0,0
154407,1,300,-2.03,2.6,35.73,Stormwater,Others,S,PPP,143.69,Geology-0,14.74,SoilType-9,No,178,No,LandCover-4,RoadClass-2,0,0
164617,1,315,-2.05,3.55,45.71,Stormwater,Others,S,PVC,141.86,Geology-0,25.91,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
163530,1,250,-2.05,1.12,76.89,Stormwater,Others,S,PVC,125.1,Geology-2,16.11,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
162857,1,160,-2.06,5.5,23.89,Wastewater,Others,S,PVC,126.03,Geology-2,16.33,SoilType-6,No,146,No,LandCover-2,RoadClass-0,0,0
169155,1,250,-2.08,3.46,70.82,Stormwater,Others,S,PVC,104.04,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,8
67789,1,600,-2.09,1.19,66.92,Stormwater,IM,S,Others,143.92,Geology-0,16.21,SoilType-7,No,55,No,LandCover-1,RoadClass-4,0,0
159297,1,315,-2.1,4.84,68.19,Stormwater,Others,S,PVC,122.49,Geology-2,15.53,SoilType-2,No,236,No,LandCover-1,RoadClass-1,0,0
163925,1,200,-2.14,0.79,64.98,Wastewater,Others,S,PVC,144.39,Geology-0,24.55,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,8
164631,1,200,-2.14,3.26,45.83,Wastewater,Others,S,PVC,141.86,Geology-0,25.91,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
163922,1,315,-2.14,0.63,66.12,Stormwater,Others,S,PVC,144.39,Geology-0,24.6,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,0
159689,1,160,-2.16,6.19,68.77,Wastewater,Others,S,PVC,122.44,Geology-2,15.47,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
159391,1,160,-2.17,5.15,33.56,Wastewater,Others,S,PVC,122.51,Geology-2,15.49,SoilType-2,No,91,No,LandCover-1,RoadClass-0,0,0
169610,1,200,-2.17,3.7,59.95,Wastewater,Others,S,PVC,103.99,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
165486,1,200,-2.18,0.64,87,Wastewater,Others,S,PVC,144.12,Geology-0,24.51,SoilType-4,No,190,No,LandCover-4,RoadClass-0,0,0
63625,1,225,-2.24,0.85,40.62,Wastewater,MUF,S,Others,132.02,Geology-0,20.41,SoilType-5,No,109,No,LandCover-2,RoadClass-0,0,57
158883,1,200,-2.25,1.3,78.59,Stormwater,Others,S,PVC,140.29,Geology-0,26.54,SoilType-5,No,63,No,LandCover-1,RoadClass-0,0,0
163412,1,200,-2.27,-2.72,65.95,Wastewater,Others,S,PVC,125.25,Geology-2,16.13,SoilType-6,No,181,No,LandCover-1,RoadClass-0,0,3
164142,1,200,-2.28,2.15,45.27,Wastewater,Others,S,PVC,144.76,Geology-2,23.33,SoilType-5,No,94,No,LandCover-1,RoadClass-0,0,0
159690,1,250,-2.29,6.14,68.87,Stormwater,Others,S,PVC,122.44,Geology-2,15.47,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
165444,1,630,-2.3,-3.59,97.03,Stormwater,Others,S,PPP,142.71,Geology-0,25.3,SoilType-5,No,190,No,LandCover-2,RoadClass-0,0,0
164632,1,315,-2.31,4.33,48.92,Stormwater,Others,S,PVC,141.17,Geology-0,26.5,SoilType-5,No,64,No,LandCover-4,RoadClass-0,0,0
13818,1,225,-2.36,11.05,22.94,Combined,MUF,S,Others,97.84,Geology-2,15.48,SoilType-2,No,498,No,LandCover-1,RoadClass-1,0,248
164593,1,200,-2.39,2.63,41.53,Wastewater,Others,S,PVC,142.98,Geology-0,25.42,SoilType-5,No,208,No,LandCover-4,RoadClass-0,0,0
163600,1,200,-2.4,0.58,53.39,Wastewater,Others,S,PVC,125.08,Geology-2,16.11,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
58814,1,150,-2.41,12.77,20.66,Combined,MUF,S,BET,126.33,Geology-2,16.16,SoilType-6,No,108,No,LandCover-4,RoadClass-2,0,96
132605,1,200,-2.41,2.29,27.7,Stormwater,Others,S,PVC,122.63,Geology-2,17.81,SoilType-9,No,111,No,LandCover-2,RoadClass-2,0,0
163752,1,315,-2.42,-3.14,59.58,Wastewater,Others,S,PVC,118.67,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-1,5100,0
163408,1,250,-2.46,-2.51,65.64,Stormwater,Others,S,PVC,125.26,Geology-2,16.13,SoilType-6,No,181,No,LandCover-2,RoadClass-0,0,0
165445,1,200,-2.48,2.94,97.76,Wastewater,Others,S,PVC,142.71,Geology-0,25.3,SoilType-5,No,190,No,LandCover-2,RoadClass-0,0,0
159126,1,160,-2.5,3.19,23.47,Wastewater,Others,S,PVC,122.63,Geology-2,17.81,SoilType-9,No,111,No,LandCover-2,RoadClass-2,0,0
171062,1,250,-2.66,0.78,60.87,Wastewater,Others,S,PVC,143.62,Geology-0,16.06,SoilType-9,No,55,No,LandCover-4,RoadClass-4,0,0
163033,1,160,-2.74,2.31,59.45,Wastewater,Others,S,PVC,144.16,Geology-0,24.01,SoilType-5,No,94,No,LandCover-1,RoadClass-4,0,0
164422,1,200,-2.75,8.31,29.11,Wastewater,Others,S,PVC,143.74,Geology-2,23.32,SoilType-5,No,94,No,LandCover-2,RoadClass-0,0,0
156762,1,300,-2.77,-1.49,14.29,Stormwater,Others,S,PPP,146.61,Geology-0,13.42,SoilType-6,No,15,No,LandCover-2,RoadClass-1,0,0
164421,1,200,-2.79,10.07,27.89,Stormwater,Others,S,PVC,143.74,Geology-2,23.32,SoilType-5,No,94,No,LandCover-2,RoadClass-0,0,0
156763,1,200,-2.8,-0.85,14.43,Wastewater,Others,S,PVC,146.61,Geology-0,13.43,SoilType-6,No,15,No,LandCover-2,RoadClass-2,0,0
156401,1,200,-3.1,1.61,44.28,Wastewater,Others,S,PVC,146.6,Geology-0,13.27,SoilType-6,No,15,No,LandCover-2,RoadClass-0,0,0
171690,1,250,-3.11,0.59,56.1,Wastewater,Others,S,PVC,143.49,Geology-0,16.01,SoilType-9,No,55,No,LandCover-2,RoadClass-2,0,0
162928,1,200,-3.11,0.83,41.03,Wastewater,Others,S,PVC,145.15,Geology-0,24.03,SoilType-9,No,94,No,LandCover-1,RoadClass-1,0,0
156317,1,200,-3.2,1.7,12.09,Wastewater,Others,S,PVC,146.58,Geology-0,13.12,SoilType-6,No,15,No,LandCover-3,RoadClass-2,0,0
156432,1,300,-3.2,1.86,40.46,Stormwater,Others,S,PPP,146.6,Geology-0,13.27,SoilType-6,No,15,No,LandCover-2,RoadClass-0,0,0
9602,1,400,-3.43,26,36.15,Combined,MUF,S,Others,105.39,Geology-2,15.48,SoilType-2,No,60,No,LandCover-1,RoadClass-2,0,613
162970,1,200,-3.66,1.15,29.15,Wastewater,Others,S,PVC,144.7,Geology-0,24.05,SoilType-5,No,94,No,LandCover-1,RoadClass-3,0,0
162969,1,400,-3.66,-1.27,29.16,Stormwater,Others,S,PPP,144.7,Geology-0,24.05,SoilType-5,No,94,No,LandCover-1,RoadClass-3,0,0
