Date,ppt_mm,mean_temp_C,lake_water_level_m,inflow_m,Q_precip,dV_dt,Q_out_raw,Q_out_rating,outflow_m_unrouted,outflow_m,dt_seconds,E_mm_day,E_m,Q_evap,ppt_m,dh,Q_in,Q_out_raw_evap,SSC_kg_m3,sediment_load_kg_s,sediment_load_t_day,h_kf_m,outflow_kf_m
1990-01-16 00:00:00,2.190714286,24.48,11.535,182.8207236,134.3840939,17083.91204,-16766.70722,690.9387448,690.9387448,738.7628527,86400,4.928791731,0.004928792,302.3448631,0.002190714,0.2785,182.8207236,-17069.05208,0.324296472,59.28811566,5122.493193,11.43795404,676.4748508
1990-01-17 00:00:00,2.428571429,25.8,11.2445,140.3996139,148.9748677,-17820.02315,18109.39763,798.933931,798.933931,718.5478091,86400,5.194559913,0.00519456,318.6477724,0.002428571,-0.2905,140.3996139,17790.74986,0.21824935,30.64212448,2647.479555,11.37429409,746.5546465
1990-01-18 00:00:00,2.666428571,26.15,11.646,152.2736466,163.5656415,24629.05093,-24313.21164,657.1071773,657.1071773,751.1577392,86400,5.265028749,0.005265029,322.9705135,0.002666429,0.4015,152.2736466,-24636.18215,0.246513785,37.53755305,3243.244584,11.44338754,638.0695147
1990-01-19 00:00:00,2.904285714,25.61,11.578,132.5407627,178.1564153,-4171.296296,4481.993474,677.4207679,677.4207679,718.0260423,86400,5.156305402,0.005156305,316.3011415,0.002904286,-0.068,132.5407627,4165.692333,0.200183504,26.53247427,2292.405777,11.47445918,583.1342809
1990-01-20 00:00:00,3.142142857,25.63,11.525,158.3738571,192.7471892,-3251.157407,3602.278454,694.1614565,694.1614565,703.4469584,86400,5.160332192,0.005160332,316.5481553,0.003142143,-0.053,158.3738571,3285.730298,0.261474493,41.41072396,3577.88655,11.48254774,560.8252072
1990-01-21 00:00:00,3.38,24.89,11.451,145.7519112,207.337963,-4539.351852,4892.441726,718.9941646,718.9941646,699.3887609,86400,5.011340939,0.005011341,307.4086456,0.00338,-0.074,145.7519112,4585.03308,0.23084766,33.64648757,2907.056526,11.46752486,569.4245082
1990-01-22 00:00:00,1.42,24.455,10.797,79.0327756,87.10648148,-40118.05556,40284.19481,1054.602249,1054.602249,694.5765524,86400,4.923758243,0.004923758,302.0360959,0.00142,-0.654,79.0327756,39982.15872,0.092175381,7.284876181,629.4133021,11.26751959,811.8734571
1990-01-23 00:00:00,3.43,24.98,11.1605,149.3345368,210.4050926,22298.03241,-21938.29278,836.8797461,836.8797461,826.2310169,86400,5.029461497,0.005029461,308.5202076,0.00343,0.3635,149.3345368,-22246.81299,0.239411208,35.75236181,3089.00406,11.22806827,846.3499646
1990-01-24 00:00:00,1.9,24.265,11.3265,197.4927209,116.5509259,10182.87037,-9868.826724,765.1181993,765.1181993,832.3775286,86400,4.885503732,0.004885504,299.689465,0.0019,0.166,197.4927209,-10168.51619,0.364108425,71.90876356,6212.917172,11.24650784,805.92776
1990-01-25 00:00:00,4.08,24.78,11.4835,135.5891,250.2777778,9630.787037,-9244.920159,707.8689072,707.8689072,811.15877,86400,4.989193591,0.004989194,306.0500698,0.00408,0.157,135.5891,-9550.970229,0.207129165,28.08445712,2426.497095,11.30573886,716.9506398
1990-01-26 00:00:00,3.526666667,25.185,11.5325,140.3489904,216.3348765,3005.787037,-2649.10317,691.7415677,691.7415677,776.097691,86400,5.070736101,0.005070736,311.0520988,0.003526667,0.049,140.3489904,-2960.155269,0.21813132,30.61451057,2645.093714,11.36265294,632.7218608
1990-01-27 00:00:00,2.973333333,25.66,11.2815,90.10696684,182.3919753,-15396.99074,15669.48968,783.3067388,783.3067388,743.8519529,86400,5.166372378,0.005166372,316.918676,0.002973333,-0.251,90.10696684,15352.57101,0.112212605,10.11113748,873.6022782,11.33160814,657.346691
1990-01-28 00:00:00,2.42,26.12,11.3615,151.7103553,148.4490741,4907.407407,-4607.247978,751.554311,751.554311,758.5519628,86400,5.258988563,0.005258989,322.5999929,0.00242,0.08,151.7103553,-4929.847971,0.245147194,37.19136789,3213.334185,11.33221222,643.0800685
1990-01-29 00:00:00,1.866666667,25.745,10.9815,101.4797544,114.5061728,-23310.18519,23526.17111,931.3833403,931.3833403,749.9379784,86400,5.183486239,0.005183486,317.9684845,0.001866667,-0.38,101.4797544,23208.20263,0.134113717,13.60982707,1175.889059,11.22354845,759.9806805
1990-01-30 00:00:00,1.313333333,25.065,11.1055,117.0467707,80.5632716,7606.481481,-7408.871439,863.776577,863.776577,814.8366123,86400,5.046575357,0.005046575,309.5700161,0.001313333,0.124,117.0467707,-7718.441455,0.166128155,19.4447641,1680.027618,11.17974602,795.5420565
1990-01-31 00:00:00,0.76,25.905,11.3395,156.8182735,46.62037037,14354.16667,-14150.72802,760.0224673,760.0224673,835.2901901,86400,5.215700564,0.005215701,319.9445948,0.00076,0.234,156.8182735,-14470.67262,0.257631576,40.401339,3490.675689,11.2146169,736.2071137
1990-02-01 00:00:00,0.4,25.95,11.831,117.7735322,24.53703704,30149.88426,-30007.57369,607.6261995,607.6261995,814.5908466,86400,5.224760842,0.005224761,320.5003758,0.0004,0.4915,117.7735322,-30328.07407,0.167677828,19.74801004,1706.228067,11.37945396,523.3345516
1990-02-02 00:00:00,0.69,25.35,11.415,106.5420744,42.32638889,-25518.51852,25667.38698,731.7401069,731.7401069,738.943937,86400,5.103957124,0.005103957,313.0899624,0.00069,-0.416,106.5420744,25354.29702,0.144273249,15.37117119,1328.069191,11.38155253,507.6851043
1990-02-03 00:00:00,4.68,23.605,11.6685,102.4682161,287.0833333,15550.34722,-15160.79567,650.655632,650.655632,739.2558741,86400,4.752619641,0.00475262,291.5380104,0.00468,0.2535,102.4682161,-15452.33368,0.136077979,13.9436678,1204.732898,11.45841356,475.1162971
1990-02-04 00:00:00,3.33,24.37,11.269,183.7649564,204.2708333,-24506.36574,24894.40153,788.5162255,788.5162255,703.9502529,86400,4.906644383,0.004906644,300.9862874,0.00333,-0.3995,183.7649564,24593.41524,0.326812103,60.05661193,5188.89127,11.40077409,475.1162971
1990-02-05 00:00:00,3.12,24.065,11.6805,106.3989505,191.3888889,25242.47685,-24944.68901,647.2671802,647.2671802,737.9815898,86400,4.845235826,0.004845236,297.2193273,0.00312,0.4115,106.3989505,-25241.90834,0.143982631,15.31960082,1323.613511,11.4748162,475.1162971
1990-02-06 00:00:00,1.52,24.165,11.4685,132.4165198,93.24074074,-13004.62963,13230.28689,712.9598383,712.9598383,704.4354949,86400,4.865369779,0.00486537,298.4543962,0.00152,-0.212,132.4165198,12931.83249,0.199902094,26.47033955,2287.037337,11.46777641,475.1162971
1990-02-07 00:00:00,0.56,23.92,11.509,83.33438664,34.35185185,2484.375,-2366.688762,699.3818549,699.3818549,707.8431299,86400,4.816041594,0.004816042,295.4284774,0.00056,0.0405,83.33438664,-2662.117239,0.099802278,8.316961605,718.5854826,11.47302303,475.1162971
1990-02-08 00:00:00,0.05,25.285,11.0885,104.5252697,3.06712963,-25794.56019,25902.15258,872.4494977,872.4494977,698.9575992,86400,5.090870054,0.00509087,312.2871677,0.00005,-0.4205,104.5252697,25589.86542,0.140196133,14.65403859,1266.108934,11.35721093,480.8074579
1990-02-09 00:00:00,3.03,25.1,11.308,139.7362574,185.8680556,13464.69907,-13139.09476,772.4907697,772.4907697,762.2292445,86400,5.053622241,0.005053622,310.0022902,0.00303,0.2195,139.7362574,-13449.09705,0.21670441,30.28146319,2616.31842,11.33780682,494.1198814
1990-02-10 00:00:00,1.3,23.495,11.2075,85.95349064,79.74537037,-6164.930556,6330.629417,815.2083355,815.2083355,764.2946819,86400,4.730472293,0.004730472,290.1794346,0.0013,-0.1005,85.95349064,6040.449982,0.104544061,8.985926967,776.3840899,11.29359396,532.3487692
1990-02-11 00:00:00,1.24,24.07,11.4875,61.02836451,76.06481481,17175.92593,-17038.83275,706.5237828,706.5237828,785.5988574,86400,4.846242523,0.004846243,297.2810807,0.00124,0.28,61.02836451,-17336.11383,0.062546309,3.817098942,329.7973486,11.34053903,475.1162971
1990-02-12 00:00:00,0.58,24.745,11.4135,157.1639759,35.5787037,-4539.351852,4732.094531,732.2811669,732.2811669,757.4434046,86400,4.982146707,0.004982147,305.6177957,0.00058,-0.074,157.1639759,4426.476736,0.25848396,40.62436692,3509.945302,11.35446368,475.1162971
1990-02-13 00:00:00,1.32,24.69,11.375,153.4769153,80.97222222,-2361.689815,2596.138952,746.4522467,746.4522467,748.278113,86400,4.971073033,0.004971073,304.9385078,0.00132,-0.0385,153.4769153,2291.200445,0.249441484,38.2835095,3307.695221,11.35430965,475.1162971
1990-02-14 00:00:00,0.43,25.845,11.8925,154.1757163,26.37731481,31744.79167,-31564.23864,592.8116809,592.8116809,752.9464545,86400,5.203620192,0.00520362,319.2035534,0.00043,0.5175,154.1757163,-31883.44219,0.251147032,38.72077362,3345.47484,11.5002629,475.1162971
1990-02-15 00:00:00,0.8,26.15,11.572,112.9286345,49.07407407,-19660.30093,19822.30363,679.2746335,679.2746335,694.7460859,86400,5.265028749,0.005265029,322.9705135,0.0008,-0.3205,112.9286345,19499.33312,0.157438232,17.77928453,1536.130183,11.51566142,475.1162971
1990-02-16 00:00:00,1.72,25.835,11.695,135.3641725,105.5092593,7545.138889,-7304.265457,643.2203602,643.2203602,690.6543531,86400,5.201606796,0.005201607,319.0800465,0.00172,0.123,135.3641725,-7623.345504,0.206613972,27.9681294,2416.44638,11.56280665,475.1162971
1990-02-17 00:00:00,2.62,25.62,11.2405,155.8671561,160.7175926,-27880.20833,28196.79308,800.6614169,800.6614169,668.8688019,86400,5.158318797,0.005158319,316.4246484,0.00262,-0.4545,155.8671561,27880.36843,0.255291295,39.79152806,3437.988025,11.46935685,475.1162971
1990-02-18 00:00:00,2.03,24.71,11.352,166.8550463,124.525463,6839.699074,-6548.318565,755.1873683,755.1873683,715.8826019,86400,4.975099823,0.0049751,305.1855216,0.00203,0.1115,166.8550463,-6853.504086,0.282756832,47.17940429,4076.300531,11.43268688,475.1162971
1990-02-19 00:00:00,1.33,22.445,10.964,130.8123056,81.58564815,-23800.92593,24013.32388,941.8015701,941.8015701,723.0009971,86400,4.519065785,0.004519066,277.2112113,0.00133,-0.388,130.8123056,23736.11267,0.196280425,25.67589491,2218.39732,11.29550073,475.1162971
1990-02-20 00:00:00,18.41,24.01,12.029,179.6775639,1129.31713,65329.86111,-64020.86642,562.4163282,562.4163282,811.5317203,86400,4.834162151,0.004834162,296.5400394,0.01841,1.065,179.6775639,-64317.40646,0.315969283,56.77259099,4905.151862,11.50977077,475.1162971
1990-02-21 00:00:00,25.65,23.09,11.573,105.818792,1573.4375,-27972.22222,29651.47851,678.9649399,678.9649399,721.6109433,86400,4.648929782,0.00464893,285.1774056,0.02565,-0.456,105.818792,29366.30111,0.142806603,15.11162217,1305.644155,11.54122701,475.1162971
1990-02-22 00:00:00,13.75,22.525,11.5485,160.1177486,843.4606481,-1502.893519,2506.471915,686.6360276,686.6360276,706.6409046,86400,4.535172947,0.004535173,278.1992664,0.01375,-0.0245,160.1177486,2228.272649,0.265805095,42.56011335,3677.193793,11.5491803,475.1162971
1990-02-23 00:00:00,3.17,22.75,11.975,108.309875,194.4560185,26162.61574,-25859.84985,574.0542613,574.0542613,703.624801,86400,4.580474342,0.004580474,280.9781714,0.00317,0.4265,108.309875,-26140.82802,0.147878886,16.01674367,1383.846653,11.66738573,475.1162971
1990-02-24 00:00:00,5.97,21.18,11.341,150.8356248,366.2152778,-38891.2037,39408.25461,759.4389346,759.4389346,652.5527296,86400,4.264371277,0.004264371,261.5875899,0.00597,-0.634,150.8356248,39146.66702,0.243030051,36.65758963,3167.215744,11.57691299,475.1162971
1990-02-25 00:00:00,8.21,22.835,11.6505,114.6816636,503.6226852,18985.53241,-18367.22806,655.8064833,655.8064833,692.9835745,86400,4.597588202,0.004597588,282.02798,0.00821,0.3095,114.6816636,-18649.25604,0.161118372,18.47732295,1596.440703,11.59943489,475.1162971
1990-02-26 00:00:00,3.16,23.42,11.1365,144.4686897,193.8425926,-31530.09259,31868.40387,848.4042645,848.4042645,673.5225851,86400,4.715371828,0.004715372,289.253133,0.00316,-0.514,144.4686897,31579.15074,0.227805754,32.91079879,2843.493016,11.4670437,475.1162971
1990-02-27 00:00:00,1.59,23.16,11.3725,119.0420299,97.53472222,14476.85185,-14260.2751,747.391754,747.391754,737.3098025,86400,4.66302355,0.004663024,286.0419539,0.00159,0.236,119.0420299,-14546.31705,0.170394108,20.28406052,1752.542829,11.43590304,475.1162971
1990-02-28 00:00:00,0.58,23.65,11.772,171.8132812,35.5787037,24506.36574,-24298.97376,622.563917,622.563917,745.0907457,86400,4.76167992,0.00476168,292.0937914,0.00058,0.3995,171.8132812,-24591.06755,0.295453532,50.7628408,4385.909445,11.52608918,475.1162971
1990-03-01 00:00:00,3.22,24.18,11.307,206.9647429,197.5231481,-28524.30556,28928.79345,772.8934044,772.8934044,697.6563397,86400,4.868389872,0.00486839,298.6396565,0.00322,-0.465,206.9647429,28630.15379,0.390614752,80.8434817,6984.876819,11.46265835,475.1162971
1990-03-02 00:00:00,10.22,23.915,11.582,104.1868919,626.9212963,16869.21296,-16138.10477,676.1905617,676.1905617,726.9347359,86400,4.815034896,0.004815035,295.3667239,0.01022,0.275,104.1868919,-16433.4715,0.139515902,14.53572823,1255.886919,11.4980464,475.1162971
1990-03-03 00:00:00,4.71,24.44,11.562,111.2919932,288.9236111,-1226.851852,1627.067456,682.3874396,682.3874396,709.2230593,86400,4.92073815,0.004920738,301.8508356,0.00471,-0.02,111.2919932,1325.216621,0.154028104,17.14209469,1481.076981,11.514226,475.1162971
1990-03-04 00:00:00,8.14,21.855,11.696,83.2804612,499.3287037,8219.907407,-7637.298243,642.9431644,642.9431644,701.3295448,86400,4.400275461,0.004400275,269.9243049,0.00814,0.134,83.2804612,-7907.222547,0.099705421,8.30351343,717.4235604,11.56644469,475.1162971
1990-03-05 00:00:00,5.15,24.015,11.9165,61.60504843,315.9143519,13526.04167,-13148.52227,587.2276419,587.2276419,683.1175351,86400,4.835168849,0.004835169,296.6017928,0.00515,0.2205,61.60504843,-13445.12406,0.063434941,3.907912641,337.6436522,11.6641295,475.1162971
1990-03-06 00:00:00,8.61,22.615,11.124,215.0125452,528.1597222,-48614.00463,49357.1769,854.5353734,854.5353734,640.8345467,86400,4.553293505,0.004553294,279.3108284,0.00861,-0.7925,215.0125452,49077.86607,0.413618341,88.93313235,7683.822635,11.51588085,475.1162971
1990-03-07 00:00:00,0.93,24.54,11.6945,173.1963144,57.04861111,34995.94907,-34765.70415,643.3590493,643.3590493,721.8064291,86400,4.940872103,0.004940872,303.0859045,0.00093,0.5705,173.1963144,-35068.79005,0.299028139,51.79057153,4474.70538,11.56264071,475.1162971
1990-03-08 00:00:00,12.45,23.975,11.887,144.5489646,763.7152778,11808.44907,-10900.18483,594.1065973,594.1065973,696.4539689,86400,4.827115268,0.004827115,296.1077653,0.01245,0.1925,144.5489646,-11196.2926,0.227995653,32.95653552,2847.444669,11.65920933,475.1162971
1990-03-09 00:00:00,17.82,21.59,11.1725,155.7746101,1093.125,-43829.28241,45078.18202,831.2360025,831.2360025,652.9848958,86400,4.346920485,0.00434692,266.6513724,0.01782,-0.7145,155.7746101,44811.53065,0.25506396,39.73248887,3432.887038,11.53200844,475.1162971
1990-03-10 00:00:00,17.04,21.495,11.4015,126.2180869,1045.277778,14047.4537,-12875.95784,736.6391077,736.6391077,717.7127565,86400,4.32779323,0.004327793,265.4780569,0.01704,0.229,126.2180869,-13141.4359,0.186031496,23.4805395,2028.718613,11.50287522,475.1162971
1990-03-11 00:00:00,5.03,23.695,10.963,138.2153111,308.5532407,-26898.72685,27345.4954,942.4040595,942.4040595,717.1437414,86400,4.770740199,0.00477074,292.6495724,0.00503,-0.4385,138.2153111,27052.84583,0.213176006,29.46418802,2545.705845,11.34883743,475.1162971
1990-03-12 00:00:00,0.9,23.74,11.199,131.7867191,55.20833333,14476.85185,-14289.8568,819.0427357,819.0427357,799.0735519,86400,4.779800478,0.0047798,293.2053534,0.0009,0.236,131.7867191,-14583.06215,0.198477626,26.15671518,2259.940192,11.30013638,479.3617316
1990-03-13 00:00:00,7.14,22.915,11.429,77.91477094,437.9861111,14108.7963,-13592.89541,726.729134,726.729134,809.142705,86400,4.613695364,0.004613695,283.0160351,0.00714,0.23,77.91477094,-13875.91145,0.090226432,7.029971819,607.3895652,11.33364819,475.1162971
1990-03-14 00:00:00,5.86,24.375,11.86,158.5609097,359.4675926,26438.65741,-25920.62891,600.5477982,600.5477982,785.0753128,86400,4.90765108,0.004907651,301.0480408,0.00586,0.431,158.5609097,-26221.67695,0.261937864,41.53310598,3588.460357,11.47966679,475.1162971
1990-03-15 00:00:00,3.74,23.76,11.3925,169.606949,229.4212963,-28677.66204,29076.69028,739.9423281,739.9423281,716.6384274,86400,4.783827268,0.004783827,293.4523672,0.00374,-0.4675,169.606949,28783.23792,0.289780763,49.14883108,4246.459005,11.45288769,475.1162971
1990-03-16 00:00:00,2.27,24.17,12.0275,133.688352,139.2476852,38952.5463,-38679.61026,562.7331245,562.7331245,730.7849174,86400,4.866376476,0.004866376,298.5161496,0.00227,0.635,133.688352,-38978.12641,0.202789023,27.1105303,2342.349818,11.61115517,475.1162971
1990-03-17 00:00:00,4.08,23.69,11.3675,184.448567,250.2777778,-40486.11111,40920.83746,749.2779999,749.2779999,666.4034414,86400,4.769733501,0.004769734,292.5878189,0.00408,-0.66,184.448567,40628.24964,0.328637423,60.61670178,5237.283034,11.54227023,475.1162971
1990-03-18 00:00:00,7.42,24.145,11.336,127.057828,455.162037,-1932.291667,2514.511532,761.3875954,761.3875954,694.5633031,86400,4.861342988,0.004861343,298.2073824,0.00742,-0.0315,127.057828,2216.304149,0.187891109,23.87303615,2062.630323,11.4847984,475.1162971
1990-03-19 00:00:00,3.94,25.115,11.361,151.655765,241.6898148,1533.564815,-1140.219235,751.7446385,751.7446385,717.9386783,86400,5.056642334,0.005056642,310.1875506,0.00394,0.025,151.655765,-1450.406786,0.245014888,37.15792029,3210.444313,11.44757681,475.1162971
1990-03-20 00:00:00,0.94,24.785,11.689,111.4488369,57.66203704,20120.37037,-19951.2595,644.8886513,644.8886513,733.2805951,86400,4.990200288,0.0049902,306.1118232,0.00094,0.328,111.4488369,-20257.37132,0.154353826,17.20255439,1486.300699,11.51047557,475.1162971
1990-03-21 00:00:00,3.16,24.675,11.1955,115.5265047,193.8425926,-30272.56944,30581.93854,820.6322862,820.6322862,696.7404892,86400,4.96805294,0.004968053,304.7532475,0.00316,-0.4935,115.5265047,30277.18529,0.162902046,18.81950401,1626.005146,11.418801,475.1162971
1990-03-22 00:00:00,2.62,24.3,12.0465,198.129566,160.7175926,52202.5463,-51843.69914,558.7469857,558.7469857,748.4923261,86400,4.892550616,0.004892551,300.1217391,0.00262,0.851,198.129566,-52143.82088,0.365871028,72.48986801,6263.124596,11.59279639,475.1162971
1990-03-23 00:00:00,4.16,24.605,11.7705,140.8094959,255.1851852,-16930.55556,17326.55024,622.9534306,622.9534306,680.848883,86400,4.953959173,0.004953959,303.8886992,0.00416,-0.276,140.8094959,17022.66154,0.219205781,30.86625555,2666.84448,11.64225143,475.1162971
1990-03-24 00:00:00,1.94,23.13,11.304,154.6476729,119.0046296,-28616.31944,28889.97175,774.1038726,774.1038726,655.6728497,86400,4.656983364,0.004656983,285.6714332,0.00194,-0.4665,154.6476729,28604.30031,0.252301117,39.01778056,3371.13624,11.54546974,475.1162971
1990-03-25 00:00:00,4.01,24.28,11.7495,79.07009283,245.9837963,27328.125,-27003.07111,628.459118,628.459118,701.5333664,86400,4.888523825,0.004888524,299.8747254,0.00401,0.4455,79.07009283,-27302.94584,0.092240673,7.293478552,630.1565469,11.6010485,475.1162971
1990-03-26 00:00:00,5.63,24.62,11.391,159.2113646,345.3587963,-21991.31944,22495.88961,740.4957951,740.4957951,672.472016,86400,4.956979266,0.004956979,304.0739596,0.00563,-0.3585,159.2113646,22191.81565,0.263551314,41.9603643,3625.375475,11.54251386,475.1162971
1990-03-27 00:00:00,1.67,24.75,12.0395,108.5881217,102.4421296,39780.6713,-39569.64104,560.2088667,560.2088667,702.1452822,86400,4.983153405,0.004983153,305.6795491,0.00167,0.6485,108.5881217,-39875.32059,0.1484491,16.11980899,1392.751497,11.67932737,475.1162971
1990-03-28 00:00:00,1.75,23.43,11.29,73.91300329,107.349537,-45976.27315,46157.53569,779.8040727,779.8040727,645.6294422,86400,4.717385223,0.004717385,289.3766398,0.00175,-0.7495,73.91300329,45868.15905,0.083365309,6.161780332,532.3778206,11.56755482,475.1162971
1990-03-29 00:00:00,6.62,25.275,11.168,173.9214346,406.087963,-7483.796296,8063.805694,833.3433153,833.3433153,690.0503754,86400,5.088856659,0.005088857,312.1636608,0.00662,-0.122,173.9214346,7751.642033,0.300908012,52.33435317,4521.688114,11.45604282,475.1162971
1990-03-30 00:00:00,5.1,23.03,11.4945,89.98435929,312.8472222,20028.35648,-19625.5249,704.1822776,704.1822776,743.9155628,86400,4.636849411,0.004636849,284.4363643,0.0051,0.3265,89.98435929,-19909.96126,0.111983653,10.07677729,870.6335579,11.46504622,475.1162971
1990-03-31 00:00:00,8.85,22.9,11.6305,124.1241155,542.8819444,8342.592593,-7675.586533,661.6277758,661.6277758,731.6818266,86400,4.610675271,0.004610675,282.8307748,0.00885,0.136,124.1241155,-7958.417307,0.181421327,22.5187617,1945.621011,11.5131172,475.1162971
1990-04-01 00:00:00,6.57,24.13,11.265,103.43425,403.0208333,-22420.71759,22927.17268,790.198172,790.198172,703.0917954,86400,4.858322895,0.004858323,298.022122,0.00657,-0.3655,103.43425,22629.15055,0.13800685,14.27463502,1233.328466,11.44300197,475.1162971
1990-04-02 00:00:00,14.2,23.535,11.275,120.0268743,871.0648148,613.4259259,377.6657632,786.0069087,786.0069087,733.2730033,86400,4.738525874,0.004738526,290.6734622,0.0142,0.01,120.0268743,86.99230106,0.172513002,20.70619645,1789.015373,11.4004414,475.1162971
1990-04-03 00:00:00,20.77,22.79,11.275,157.168381,1274.085648,0,1431.254029,786.0069087,786.0069087,751.4571086,86400,4.588527923,0.004588528,281.472199,0.02077,0,157.168381,1149.78183,0.258494828,40.6272136,3510.191255,11.37458048,475.1162971
1990-04-04 00:00:00,5.76,22.905,11.275,212.2307764,353.3333333,0,565.5641097,786.0069087,786.0069087,763.3708328,86400,4.611681969,0.004611682,282.8925282,0.00576,0,212.2307764,282.6715815,0.405617452,86.08450674,7437.701382,11.3454173,475.1162971
1990-04-05 00:00:00,9.22,22.62,11.275,132.8268185,565.5787037,0,698.4055222,786.0069087,786.0069087,771.1763762,86400,4.554300203,0.0045543,279.3725819,0.00922,0,132.8268185,419.0329404,0.200831922,26.67586525,2304.794758,11.32575894,475.1162971
1990-04-06 00:00:00,5.45,23.8,11.265,130.5312268,334.3171296,-613.4259259,1078.274282,790.198172,790.198172,776.1458266,86400,4.79188085,0.004791881,293.9463947,0.00545,-0.01,130.5312268,784.3278876,0.195648138,25.53819141,2206.499738,11.30569255,475.1162971
